node    mean	sd	2.5%	97.5%	Rhat	n.eff	scen    MA 	
951	-0.0172	0.2307	-0.4889	0.4117	1.0016	3200	1	39
952	-0.0688	0.2376	-0.5634	0.3745	1.001	27000	2	39
953	-0.1269	0.2458	-0.6383	0.3273	1.0014	4300	3	39
954	-0.179	0.2485	-0.7002	0.2778	1.0022	1600	4	39
955	-0.2323	0.253	-0.7598	0.2379	1.0011	12000	5	39
956	0.01	0.2315	-0.4666	0.4421	1.001	27000	6	39
957	-0.0337	0.2366	-0.5206	0.4074	1.0011	9900	7	39
958	-0.0869	0.2384	-0.5877	0.3513	1.0014	4000	8	39
959	-0.1456	0.2478	-0.6591	0.3166	1.0011	18000	9	39
960	-0.191	0.2524	-0.7212	0.2693	1.0016	2900	10	39
961	0.0674	0.2236	-0.389	0.4859	1.0009	27000	11	39
962	0.0272	0.2329	-0.4494	0.4665	1.0025	1300	12	39
963	-0.0281	0.2347	-0.51	0.412	1.0023	1500	13	39
964	-0.0887	0.2429	-0.5966	0.3584	1.0011	10000	14	39
965	-0.1325	0.2466	-0.6464	0.3246	1.0016	3100	15	39
966	0.1074	0.2248	-0.3564	0.5301	1.0028	1100	16	39
967	0.0863	0.2268	-0.3826	0.5082	1.001	27000	17	39
968	0.0291	0.2274	-0.4327	0.4558	1.0017	2600	18	39
969	-0.0312	0.2368	-0.5199	0.4124	1.0039	690	19	39
970	-0.0802	0.2384	-0.5757	0.3685	1.0016	4100	20	39
971	0.153	0.2221	-0.3082	0.5741	1.0015	3400	21	39
972	0.1192	0.2233	-0.3305	0.5416	1.0016	3200	22	39
973	0.0653	0.2243	-0.391	0.4858	1.0022	1600	23	39
974	-0.003	0.2279	-0.4746	0.4202	1.001	27000	24	39
975	-0.0423	0.226	-0.5036	0.3851	1.0015	3700	25	39
976	-0.108	0.3633	-0.8107	0.6256	1.0015	3300	1	40
977	-0.1448	0.3588	-0.8341	0.5771	1.0011	15000	2	40
978	-0.2221	0.3645	-0.9273	0.5003	1.0011	11000	3	40
979	-0.2911	0.3697	-0.9997	0.4379	1.0015	3500	4	40
980	-0.3535	0.3695	-1.059	0.3875	1.0015	3500	5	40
981	-0.0412	0.3654	-0.7442	0.688	1.0011	18000	6	40
982	-0.0823	0.3617	-0.7815	0.6326	1.0017	2800	7	40
983	-0.1436	0.3666	-0.8545	0.5826	1.001	27000	8	40
984	-0.2221	0.3717	-0.9465	0.5148	1.0014	4000	9	40
985	-0.2682	0.3626	-0.9701	0.4426	1.0017	2600	10	40
986	0.0728	0.3752	-0.6636	0.8097	1.0016	3100	11	40
987	0.0364	0.3737	-0.6973	0.7589	1.0025	1300	12	40
988	-0.0365	0.371	-0.7688	0.6829	1.0019	2200	13	40
989	-0.1154	0.3748	-0.8563	0.6213	1.0025	1300	14	40
990	-0.1535	0.3737	-0.879	0.5815	1.001	24000	15	40
991	0.2041	0.3666	-0.5281	0.914	1.0014	4700	16	40
992	0.1589	0.3739	-0.5761	0.8774	1.0027	1200	17	40
993	0.0874	0.3728	-0.6595	0.8082	1.0015	3500	18	40
994	0.0077	0.367	-0.7245	0.7178	1.0024	1400	19	40
995	-0.0209	0.3715	-0.7551	0.6897	1.001	19000	20	40
996	0.2747	0.3651	-0.4558	0.9713	1.0016	3200	21	40
997	0.2289	0.3673	-0.5039	0.9299	1.0014	4700	22	40
998	0.1722	0.3621	-0.5546	0.8664	1.0021	1800	23	40
999	0.0928	0.3685	-0.6496	0.7982	1.0011	15000	24	40
1000	0.0472	0.3667	-0.6938	0.7529	1.0014	4600	25	40
1001	-1.6795	0.6766	-3.1127	-0.4694	1.0021	1700	1	41
1002	-1.8014	0.6818	-3.2147	-0.5574	1.0017	2800	2	41
1003	-2.094	0.6899	-3.4874	-0.7664	1.0011	14000	3	41
1004	-2.3632	0.6837	-3.7295	-1.0271	1.0012	6600	4	41
1005	-2.4906	0.6676	-3.8259	-1.185	1.0011	12000	5	41
1006	-1.5821	0.6706	-3.0208	-0.3845	1.001	27000	6	41
1007	-1.7543	0.6922	-3.183	-0.4982	1.0026	1200	7	41
1008	-2.0282	0.6943	-3.4509	-0.702	1.0016	3000	8	41
1009	-2.301	0.6725	-3.6267	-0.9734	1.0018	2400	9	41
1010	-2.4116	0.6523	-3.725	-1.1297	1.0011	18000	10	41
1011	-1.5041	0.6868	-2.9555	-0.2745	1.0011	19000	11	41
1012	-1.6812	0.6906	-3.0841	-0.4175	1.0013	5400	12	41
1013	-1.9196	0.7046	-3.3333	-0.5883	1.002	1900	13	41
1014	-2.1791	0.6672	-3.5126	-0.8728	1.0014	4800	14	41
1015	-2.3185	0.6515	-3.6515	-1.0516	1.0013	6100	15	41
1016	-1.3836	0.674	-2.8182	-0.1777	1.0011	12000	16	41
1017	-1.555	0.6818	-2.9722	-0.3005	1.0016	3100	17	41
1018	-1.8409	0.7029	-3.2608	-0.5305	1.0019	2200	18	41
1019	-2.0829	0.6664	-3.4056	-0.7926	1.001	27000	19	41
1020	-2.1997	0.6676	-3.5471	-0.8869	1.0013	5200	20	41
1021	-1.3399	0.6853	-2.8055	-0.1209	1.0014	4200	21	41
1022	-1.4899	0.691	-2.9203	-0.233	1.0012	8300	22	41
1023	-1.7671	0.6941	-3.1833	-0.4587	1.0016	3300	23	41
1024	-2.0183	0.6735	-3.3589	-0.7034	1.001	26000	24	41
1025	-2.1444	0.6657	-3.4931	-0.8494	1.0011	9700	25	41
1026	-0.6102	0.3938	-1.3584	0.2176	1.0012	7400	1	42
1027	-0.6694	0.3966	-1.4447	0.1462	1.001	27000	2	42
1028	-0.7553	0.3971	-1.5521	0.0397	1.0013	5700	3	42
1029	-0.842	0.422	-1.7195	-0.0396	1.001	27000	4	42
1030	-0.9005	0.4386	-1.8254	-0.0812	1.0015	3600	5	42
1031	-0.5807	0.4064	-1.3486	0.2907	1.0016	3100	6	42
1032	-0.6432	0.4004	-1.4233	0.1766	1.001	25000	7	42
1033	-0.7209	0.4126	-1.5369	0.1073	1.0014	4600	8	42
1034	-0.8129	0.425	-1.6905	4e-04	1.001	27000	9	42
1035	-0.8424	0.4295	-1.7362	-0.019	1.001	27000	10	42
1036	-0.515	0.4212	-1.2857	0.3965	1.0012	7800	11	42
1037	-0.5628	0.4195	-1.3496	0.3084	1.0011	13000	12	42
1038	-0.6502	0.4167	-1.4484	0.2144	1.0011	14000	13	42
1039	-0.7269	0.4301	-1.579	0.1282	1.001	27000	14	42
1040	-0.7702	0.4249	-1.6458	0.0666	1.002	2000	15	42
1041	-0.4493	0.4426	-1.2367	0.5517	1.001	27000	16	42
1042	-0.4963	0.431	-1.2781	0.4458	1.0012	8500	17	42
1043	-0.5824	0.4262	-1.3866	0.3069	1.0012	9200	18	42
1044	-0.6564	0.419	-1.4829	0.2057	1.0011	16000	19	42
1045	-0.7099	0.4318	-1.5643	0.1616	1.0011	14000	20	42
1046	-0.3865	0.4569	-1.1793	0.6512	1.0013	6500	21	42
1047	-0.453	0.4503	-1.2406	0.555	1.0018	2200	22	42
1048	-0.5395	0.4367	-1.3481	0.4079	1.0015	3800	23	42
1049	-0.6215	0.4292	-1.451	0.2626	1.0024	2500	24	42
1050	-0.6574	0.4225	-1.4768	0.2133	1.0014	4200	25	42
1051	0.014	0.2517	-0.4652	0.4967	1.0017	27000	1	43
1052	-0.0094	0.2368	-0.4841	0.4585	1.0014	4500	2	43
1053	-0.035	0.2457	-0.5146	0.4518	1.001	27000	3	43
1054	-0.0601	0.2492	-0.5534	0.435	1.001	27000	4	43
1055	-0.0762	0.2611	-0.5824	0.4127	1.0025	6900	5	43
1056	0.0323	0.2352	-0.4287	0.5036	1.001	27000	6	43
1057	0.0138	0.238	-0.4629	0.4859	1.0011	12000	7	43
1058	-0.0156	0.2469	-0.4934	0.4674	1.0011	15000	8	43
1059	-0.0418	0.2405	-0.5242	0.4421	1.0011	11000	9	43
1060	-0.0523	0.245	-0.5333	0.4322	1.0011	10000	10	43
1061	0.0602	0.2479	-0.421	0.5432	1.0025	27000	11	43
1062	0.0452	0.2418	-0.4322	0.5247	1.0016	3100	12	43
1063	0.0181	0.2393	-0.4537	0.5009	1.001	27000	13	43
1064	-0.0073	0.2484	-0.495	0.482	1.001	27000	14	43
1065	-0.021	0.2463	-0.5058	0.4662	1.001	21000	15	43
1066	0.0951	0.2333	-0.3572	0.5617	1.001	23000	16	43
1067	0.0724	0.2386	-0.3936	0.5604	1.0011	13000	17	43
1068	0.0431	0.2396	-0.4247	0.5203	1.0009	27000	18	43
1069	0.015	0.2362	-0.4605	0.4805	1.0011	15000	19	43
1070	0.0063	0.2423	-0.4742	0.4939	1.0011	12000	20	43
1071	0.1059	0.2422	-0.3647	0.5929	1.001	27000	21	43
1072	0.0845	0.244	-0.386	0.5641	1.001	27000	22	43
1073	0.0597	0.239	-0.4022	0.5415	1.001	23000	23	43
1074	0.0317	0.2415	-0.4379	0.5135	1.001	27000	24	43
1075	0.02	0.2409	-0.4506	0.502	1.0012	7000	25	43
1076	-0.3823	0.3569	-1.0984	0.3036	1.0012	7800	1	44
1077	-0.3919	0.3571	-1.101	0.2962	1.0011	11000	2	44
1078	-0.4145	0.3524	-1.112	0.2697	1.001	27000	3	44
1079	-0.4402	0.3543	-1.1465	0.2427	1.0012	9200	4	44
1080	-0.4561	0.3573	-1.1622	0.2356	1.001	20000	5	44
1081	-0.3731	0.3614	-1.0927	0.3161	1.0011	16000	6	44
1082	-0.3812	0.3517	-1.0821	0.2928	1.0013	6100	7	44
1083	-0.4062	0.354	-1.1122	0.2785	1.0013	5300	8	44
1084	-0.4212	0.3534	-1.1313	0.2579	1.0015	3700	9	44
1085	-0.4451	0.3554	-1.1546	0.2328	1.0013	6400	10	44
1086	-0.3409	0.3577	-1.0519	0.3569	1.0011	12000	11	44
1087	-0.3457	0.3578	-1.0606	0.3497	1.0012	9200	12	44
1088	-0.3691	0.3574	-1.0947	0.3198	1.0017	2600	13	44
1089	-0.4005	0.357	-1.1235	0.2871	1.0012	6600	14	44
1090	-0.4134	0.3562	-1.1284	0.2733	1.001	27000	15	44
1091	-0.3016	0.3603	-1.0175	0.3892	1.0013	6500	16	44
1092	-0.3088	0.3554	-1.0223	0.3797	1.001	27000	17	44
1093	-0.3373	0.362	-1.0653	0.3652	1.0011	18000	18	44
1094	-0.3623	0.361	-1.0756	0.3366	1.0013	6400	19	44
1095	-0.3757	0.362	-1.1019	0.3267	1.0015	3600	20	44
1096	-0.2773	0.3585	-0.9928	0.405	1.0012	7100	21	44
1097	-0.2793	0.3564	-0.9853	0.4193	1.0018	2300	22	44
1098	-0.3069	0.3583	-1.0306	0.3778	1.0012	7600	23	44
1099	-0.3369	0.3619	-1.0514	0.3621	1.0017	2600	24	44
1100	-0.343	0.3616	-1.0519	0.3565	1.0029	1000	25	44
1101	-1.4019	0.5799	-2.6142	-0.2884	1.0013	6500	1	45
1102	-1.4447	0.5771	-2.6416	-0.341	1.0011	13000	2	45
1103	-1.5265	0.5685	-2.7134	-0.4352	1.0011	12000	3	45
1104	-1.5959	0.5513	-2.7482	-0.5418	1.0012	8100	4	45
1105	-1.63	0.5543	-2.7821	-0.5741	1.001	21000	5	45
1106	-1.3729	0.6017	-2.6195	-0.2146	1.0013	6500	6	45
1107	-1.4088	0.5865	-2.6257	-0.285	1.001	20000	7	45
1108	-1.4978	0.5706	-2.6942	-0.4065	1.001	27000	8	45
1109	-1.555	0.5618	-2.7431	-0.5021	1.0011	12000	9	45
1110	-1.6054	0.5514	-2.765	-0.5549	1.0011	12000	10	45
1111	-1.3129	0.5961	-2.5599	-0.1644	1.0015	3800	11	45
1112	-1.3467	0.6009	-2.5866	-0.1837	1.001	27000	12	45
1113	-1.4201	0.5847	-2.6471	-0.2868	1.001	27000	13	45
1114	-1.4811	0.5669	-2.6608	-0.3912	1.0011	18000	14	45
1115	-1.518	0.5657	-2.6946	-0.4348	1.0011	14000	15	45
1116	-1.2431	0.615	-2.5127	-0.0639	1.0011	9700	16	45
1117	-1.2779	0.6081	-2.5564	-0.1144	1.001	27000	17	45
1118	-1.3568	0.5921	-2.5788	-0.2101	1.0012	7900	18	45
1119	-1.4176	0.5794	-2.6336	-0.3223	1.0011	13000	19	45
1120	-1.4505	0.5686	-2.6507	-0.3606	1.001	27000	20	45
1121	-1.1904	0.6217	-2.4809	0.0259	1.0009	27000	21	45
1122	-1.2479	0.6205	-2.523	-0.0707	1.001	27000	22	45
1123	-1.3175	0.6007	-2.5706	-0.1608	1.0011	18000	23	45
1124	-1.374	0.5761	-2.5663	-0.2788	1.001	27000	24	45
1125	-1.4002	0.5769	-2.6085	-0.2956	1.0011	15000	25	45
1126	-0.6706	0.5571	-1.7636	0.4369	1.001	27000	1	46
1127	-0.709	0.566	-1.819	0.4104	1.0015	3600	2	46
1128	-0.8013	0.5797	-1.9269	0.3429	1.0018	2200	3	46
1129	-0.8737	0.5925	-2.0311	0.3105	1.0011	14000	4	46
1130	-0.9238	0.6041	-2.081	0.2804	1.001	27000	5	46
1131	-0.6389	0.572	-1.7382	0.4905	1.0011	15000	6	46
1132	-0.6886	0.566	-1.7897	0.4294	1.0013	5300	7	46
1133	-0.7526	0.5818	-1.8827	0.4347	1.0012	7800	8	46
1134	-0.8472	0.6048	-2.0061	0.3506	1.0011	13000	9	46
1135	-0.8959	0.602	-2.0361	0.3274	1.001	27000	10	46
1136	-0.5925	0.5691	-1.7044	0.5453	1.0011	17000	11	46
1137	-0.6323	0.5849	-1.7474	0.5409	1.0009	27000	12	46
1138	-0.7006	0.588	-1.857	0.4807	1.0014	4700	13	46
1139	-0.8082	0.6019	-1.9577	0.3904	1.0011	16000	14	46
1140	-0.8563	0.6083	-2.0358	0.3762	1.0009	27000	15	46
1141	-0.5288	0.5894	-1.6582	0.6602	1.001	27000	16	46
1142	-0.568	0.5742	-1.6772	0.5637	1.001	27000	17	46
1143	-0.6502	0.5999	-1.8085	0.5347	1.001	22000	18	46
1144	-0.7206	0.6072	-1.8986	0.5158	1.0011	13000	19	46
1145	-0.7868	0.6219	-1.9839	0.473	1.0012	9400	20	46
1146	-0.4872	0.5866	-1.62	0.6913	1.001	24000	21	46
1147	-0.5306	0.5926	-1.6905	0.6592	1.0011	11000	22	46
1148	-0.6107	0.5957	-1.7778	0.5724	1.001	27000	23	46
1149	-0.6849	0.6104	-1.8523	0.5506	1.0012	9600	24	46
1150	-0.7467	0.6182	-1.9356	0.4873	1.0011	11000	25	46
1151	1.979	0.4032	1.2538	2.8699	1.0013	5300	1	47
1152	1.9686	0.4103	1.2422	2.8757	1.0012	7800	2	47
1153	1.9541	0.4164	1.2174	2.867	1.0011	11000	3	47
1154	1.9192	0.4155	1.1736	2.8187	1.0014	4500	4	47
1155	1.8948	0.4242	1.122	2.8163	1.001	27000	5	47
1156	1.9882	0.3997	1.2788	2.8629	1.001	27000	6	47
1157	1.9888	0.4068	1.268	2.8969	1.0013	6100	7	47
1158	1.9608	0.4146	1.2228	2.874	1.0012	9200	8	47
1159	1.9366	0.4173	1.1785	2.8502	1.0011	14000	9	47
1160	1.9158	0.4183	1.1617	2.8244	1.001	27000	10	47
1161	2.0151	0.398	1.2971	2.8829	1.0013	6500	11	47
1162	2.0124	0.4086	1.2976	2.9054	1.0015	4200	12	47
1163	1.9772	0.4	1.2438	2.8486	1.0011	10000	13	47
1164	1.9523	0.4059	1.2223	2.8255	1.001	20000	14	47
1165	1.9343	0.4181	1.1792	2.839	1.001	27000	15	47
1166	2.0435	0.4012	1.3291	2.9228	1.001	27000	16	47
1167	2.0258	0.3953	1.3215	2.9008	1.0012	9400	17	47
1168	1.9993	0.4037	1.2687	2.8909	1.001	27000	18	47
1169	1.98	0.4045	1.2457	2.8564	1.0012	9200	19	47
1170	1.9575	0.4108	1.216	2.8604	1.0011	12000	20	47
1171	2.049	0.3877	1.3649	2.903	1.0011	11000	21	47
1172	2.0402	0.3905	1.3432	2.9056	1.0011	13000	22	47
1173	2.0145	0.3924	1.3138	2.876	1.0011	12000	23	47
1174	1.9926	0.4045	1.2568	2.8784	1.001	21000	24	47
1175	1.9681	0.4038	1.237	2.8456	1.001	27000	25	47
1176	-1.5427	0.4452	-2.545	-0.7777	1.001	27000	1	48
1177	-1.576	0.4506	-2.5877	-0.8042	1.001	27000	2	48
1178	-1.6388	0.456	-2.6617	-0.8533	1.0019	2200	3	48
1179	-1.6855	0.4677	-2.7448	-0.8991	1.001	27000	4	48
1180	-1.6975	0.4582	-2.7177	-0.9193	1.0015	3900	5	48
1181	-1.5039	0.4449	-2.5005	-0.7353	1.001	27000	6	48
1182	-1.5431	0.4514	-2.5754	-0.7974	1.0011	15000	7	48
1183	-1.6083	0.4579	-2.6366	-0.8318	1.0012	9300	8	48
1184	-1.6583	0.4625	-2.7077	-0.8612	1.0011	14000	9	48
1185	-1.6802	0.4657	-2.7431	-0.896	1.0012	8000	10	48
1186	-1.4548	0.4493	-2.4743	-0.6852	1.0011	15000	11	48
1187	-1.4915	0.4506	-2.5178	-0.7321	1.0016	3100	12	48
1188	-1.5479	0.4576	-2.5866	-0.7712	1.0014	4300	13	48
1189	-1.5959	0.4632	-2.6313	-0.8207	1.0023	3600	14	48
1190	-1.6153	0.4572	-2.6334	-0.842	1.0011	17000	15	48
1191	-1.4046	0.4454	-2.4123	-0.6535	1.0019	3400	16	48
1192	-1.4344	0.4409	-2.4242	-0.6833	1.0009	27000	17	48
1193	-1.4957	0.4532	-2.5016	-0.7354	1.0011	9700	18	48
1194	-1.5405	0.4502	-2.559	-0.7759	1.0013	6400	19	48
1195	-1.5687	0.4556	-2.6029	-0.8066	1.0018	2500	20	48
1196	-1.3828	0.4407	-2.3826	-0.6296	1.001	27000	21	48
1197	-1.4014	0.4373	-2.3794	-0.6531	1.0012	9600	22	48
1198	-1.4704	0.4471	-2.4909	-0.715	1.0017	2500	23	48
1199	-1.5126	0.4519	-2.5238	-0.7463	1.0009	27000	24	48
1200	-1.5398	0.4577	-2.5721	-0.7743	1.0016	3200	25	48
1201	-0.8719	0.7861	-2.4733	0.6455	1.0018	2200	1	49
1202	-0.9073	0.7851	-2.5015	0.5823	1.0011	14000	2	49
1203	-0.987	0.7847	-2.5766	0.499	1.0011	14000	3	49
1204	-1.0118	0.7832	-2.618	0.4896	1.0011	11000	4	49
1205	-1.0594	0.785	-2.6705	0.4273	1.0014	4200	5	49
1206	-0.8438	0.7776	-2.4337	0.6353	1.001	27000	6	49
1207	-0.8844	0.7749	-2.4665	0.5919	1.0013	5200	7	49
1208	-0.9543	0.7903	-2.5719	0.5415	1.0009	27000	8	49
1209	-1.0152	0.7756	-2.5756	0.4646	1.0013	4900	9	49
1210	-1.0041	0.7722	-2.5648	0.4827	1.001	27000	10	49
1211	-0.803	0.78	-2.3728	0.6782	1.0018	2400	11	49
1212	-0.8317	0.7754	-2.4061	0.6429	1.0017	2700	12	49
1213	-0.9016	0.7835	-2.4791	0.5758	1.0011	15000	13	49
1214	-0.9718	0.7743	-2.5662	0.4969	1.0013	6200	14	49
1215	-1.0007	0.7899	-2.5782	0.5224	1.0012	8600	15	49
1216	-0.7537	0.7822	-2.3625	0.7335	1.0015	3700	16	49
1217	-0.8051	0.7859	-2.4105	0.6836	1.002	1800	17	49
1218	-0.869	0.7812	-2.4665	0.6079	1.0017	2700	18	49
1219	-0.9305	0.7818	-2.5291	0.5533	1.0009	27000	19	49
1220	-0.9594	0.7875	-2.5691	0.5274	1.0012	6800	20	49
1221	-0.7334	0.784	-2.3129	0.7569	1.001	20000	21	49
1222	-0.7514	0.7833	-2.347	0.7405	1.0011	15000	22	49
1223	-0.8288	0.7812	-2.4223	0.6766	1.001	27000	23	49
1224	-0.8913	0.7796	-2.4656	0.6001	1.0015	3900	24	49
1225	-0.9302	0.7757	-2.5077	0.5296	1.001	27000	25	49
1226	-0.8087	0.8814	-2.526	0.8436	1.0097	27000	1	50
1227	-0.8521	0.8418	-2.5126	0.7545	1.0067	2000	2	50
1228	-0.947	0.9621	-2.7484	0.7849	1.0024	9700	3	50
1229	-1.0364	0.8734	-2.7239	0.5757	1.0011	23000	4	50
1230	-1.0851	0.8178	-2.7259	0.4356	1.0011	16000	5	50
1231	-0.7475	0.8592	-2.4547	0.891	1.0013	7600	6	50
1232	-0.8057	0.842	-2.5063	0.826	1.0011	11000	7	50
1233	-0.9036	0.8552	-2.5903	0.708	1.0032	17000	8	50
1234	-0.9892	0.8054	-2.6094	0.5437	1.0011	12000	9	50
1235	-1.0162	0.8186	-2.6624	0.5576	1.0011	10000	10	50
1236	-0.6521	0.8761	-2.4127	1.0468	1.0011	11000	11	50
1237	-0.6927	0.8555	-2.4143	0.9642	1.0013	5100	12	50
1238	-0.7987	0.8668	-2.5233	0.8126	1.0027	27000	13	50
1239	-0.8934	0.9031	-2.688	0.78	1.001	27000	14	50
1240	-0.9368	0.8778	-2.658	0.7078	1.0027	8400	15	50
1241	-0.5325	0.9385	-2.3496	1.2734	1.0032	27000	16	50
1242	-0.5884	0.8951	-2.3622	1.1093	1.0011	11000	17	50
1243	-0.6595	0.958	-2.5013	1.1121	1.0094	27000	18	50
1244	-0.7396	0.8494	-2.4294	0.8879	1.0011	14000	19	50
1245	-0.7931	0.8483	-2.5007	0.8347	1.0013	6300	20	50
1246	-0.4549	0.9137	-2.2509	1.2695	1.0011	10000	21	50
1247	-0.5077	0.9071	-2.3342	1.1947	1.0017	14000	22	50
1248	-0.6014	0.8755	-2.3285	1.0785	1.001	27000	23	50
1249	-0.6813	0.8763	-2.3995	1.0032	1.0014	12000	24	50
1250	-0.7152	0.8811	-2.4662	0.932	1.0014	27000	25	50
1251	-0.3414	0.7998	-1.9637	1.1605	1.0029	1000	1	51
1252	-0.5396	0.7979	-2.137	0.9994	1.0021	1800	2	51
1253	-0.8984	0.7872	-2.4038	0.6275	1.0015	3400	3	51
1254	-1.2336	0.7603	-2.6373	0.2985	1.0019	2000	4	51
1255	-1.4057	0.7268	-2.7618	0.0683	1.002	2000	5	51
1256	-0.2395	0.8104	-1.8644	1.2512	1.0017	2700	6	51
1257	-0.4569	0.8189	-2.0469	1.1066	1.0011	15000	7	51
1258	-0.7994	0.8083	-2.3412	0.7906	1.001	27000	8	51
1259	-1.1618	0.7693	-2.6104	0.3761	1.0015	3600	9	51
1260	-1.3218	0.7441	-2.733	0.1893	1.0018	2400	10	51
1261	-0.0839	0.8149	-1.7392	1.445	1.0029	1000	11	51
1262	-0.2803	0.8253	-1.9216	1.2641	1.0012	7200	12	51
1263	-0.6242	0.8222	-2.1817	1.0302	1.0021	1700	13	51
1264	-0.9626	0.7946	-2.4846	0.624	1.0011	17000	14	51
1265	-1.1342	0.7681	-2.5822	0.4199	1.0017	2800	15	51
1266	0.0863	0.8155	-1.5655	1.6033	1.0014	4000	16	51
1267	-0.0873	0.8248	-1.7519	1.465	1.0029	1000	17	51
1268	-0.4805	0.8425	-2.095	1.172	1.0009	27000	18	51
1269	-0.7707	0.7966	-2.2791	0.8174	1.0032	900	19	51
1270	-0.9781	0.7751	-2.4643	0.5812	1.0016	3300	20	51
1271	0.1748	0.964	-1.5995	1.8014	1.0344	780	21	51
1272	-0.0244	0.8204	-1.6393	1.5264	1.0036	740	22	51
1273	-0.3205	0.8179	-1.9148	1.2432	1.0015	3500	23	51
1274	-0.6834	0.7947	-2.2193	0.8794	1.0019	2200	24	51
1275	-0.8183	0.79	-2.3426	0.7437	1.002	1900	25	51
1276	-1.3311	0.6513	-2.6399	-0.0668	1.001	26000	1	52
1277	-1.3927	0.6607	-2.7104	-0.1229	1.001	27000	2	52
1278	-1.5225	0.6658	-2.8558	-0.2631	1.001	27000	3	52
1279	-1.6501	0.6605	-2.9545	-0.3763	1.0011	14000	4	52
1280	-1.7171	0.6853	-3.0515	-0.3928	1.0011	10000	5	52
1281	-1.2497	0.6537	-2.5477	0.0101	1.0012	7900	6	52
1282	-1.3348	0.6631	-2.6505	-0.0632	1.0014	4800	7	52
1283	-1.4609	0.6595	-2.7658	-0.1941	1.001	27000	8	52
1284	-1.569	0.6668	-2.9034	-0.2748	1.0011	18000	9	52
1285	-1.6331	0.6628	-2.9471	-0.3443	1.001	19000	10	52
1286	-1.1558	0.6576	-2.473	0.1092	1.001	27000	11	52
1287	-1.2097	0.6494	-2.5063	0.0493	1.0013	5700	12	52
1288	-1.3346	0.6518	-2.6471	-0.0724	1.001	27000	13	52
1289	-1.4472	0.6569	-2.7483	-0.1836	1.001	27000	14	52
1290	-1.5297	0.6679	-2.8561	-0.2429	1.001	27000	15	52
1291	-1.0348	0.6483	-2.3327	0.1911	1.0016	3300	16	52
1292	-1.1033	0.6491	-2.3828	0.1459	1.0014	4500	17	52
1293	-1.2272	0.6446	-2.5273	0.0174	1.001	25000	18	52
1294	-1.3386	0.6371	-2.5951	-0.0897	1.0011	10000	19	52
1295	-1.4105	0.6445	-2.6873	-0.1883	1.0014	4500	20	52
1296	-0.9576	0.6324	-2.2324	0.2538	1.001	27000	21	52
1297	-1.0396	0.6399	-2.325	0.1794	1.002	1900	22	52
1298	-1.1676	0.6398	-2.4459	0.0519	1.0012	8000	23	52
1299	-1.2718	0.6305	-2.5461	-0.0639	1.001	27000	24	52
1300	-1.3552	0.632	-2.6208	-0.1389	1.0009	27000	25	52
1301	-0.8663	0.7736	-2.3764	0.6542	1.0009	27000	1	53
1302	-0.9718	0.7423	-2.437	0.5256	1.0011	13000	2	53
1303	-1.1416	0.7307	-2.5512	0.3431	1.0013	5900	3	53
1304	-1.3137	0.6978	-2.6558	0.1204	1.001	27000	4	53
1305	-1.3905	0.6724	-2.6905	-0.0017	1.0012	6600	5	53
1306	-0.8149	0.7873	-2.3417	0.7974	1.0011	18000	6	53
1307	-0.9107	0.7678	-2.3781	0.6648	1.001	27000	7	53
1308	-1.0877	0.7461	-2.5388	0.4198	1.0009	27000	8	53
1309	-1.2598	0.7012	-2.6202	0.203	1.0011	12000	9	53
1310	-1.3338	0.6944	-2.6767	0.0986	1.001	25000	10	53
1311	-0.7065	0.7997	-2.2754	0.9058	1.0012	8200	11	53
1312	-0.797	0.7911	-2.3323	0.8095	1.0011	18000	12	53
1313	-0.9722	0.7814	-2.479	0.6174	1.001	27000	13	53
1314	-1.1396	0.7478	-2.5674	0.3932	1.0013	6200	14	53
1315	-1.2453	0.7308	-2.635	0.2551	1.0011	12000	15	53
1316	-0.5934	0.822	-2.2029	1.0578	1.001	27000	16	53
1317	-0.6873	0.8079	-2.27	0.9275	1.0012	8800	17	53
1318	-0.8551	0.7852	-2.3837	0.7417	1.001	27000	18	53
1319	-1.0271	0.749	-2.4793	0.5064	1.001	26000	19	53
1320	-1.1037	0.7384	-2.525	0.3929	1.0011	12000	20	53
1321	-0.5048	0.8273	-2.1322	1.1635	1.0011	13000	21	53
1322	-0.613	0.8583	-2.2361	1.084	1.0011	12000	22	53
1323	-0.7734	0.8137	-2.3662	0.8668	1.001	27000	23	53
1324	-0.947	0.7686	-2.4131	0.6508	1.001	27000	24	53
1325	-1.0319	0.7556	-2.4917	0.5181	1.0009	27000	25	53
1326	-0.1916	0.3634	-0.9066	0.5033	1.001	20000	1	54
1327	-0.2636	0.3622	-0.9719	0.4371	1.0011	14000	2	54
1328	-0.3633	0.3759	-1.0918	0.3643	1.0013	5100	3	54
1329	-0.4953	0.3706	-1.2109	0.2448	1.001	27000	4	54
1330	-0.5493	0.3738	-1.2683	0.1953	1.001	27000	5	54
1331	-0.1276	0.3603	-0.8519	0.563	1.001	21000	6	54
1332	-0.1873	0.3659	-0.9089	0.5165	1.0013	5800	7	54
1333	-0.2991	0.3754	-1.0339	0.4366	1.0012	7000	8	54
1334	-0.414	0.3766	-1.1476	0.3293	1.0012	8000	9	54
1335	-0.4961	0.3724	-1.2061	0.2378	1.001	27000	10	54
