node    mean	sd	2.5%	97.5%	Rhat	n.eff	scen    MA 	
2108	-0.8927	0.6021	-2.0617	0.329	1.0018	2400	8	85
2109	-1.0485	0.5801	-2.1636	0.1294	1.0024	1400	9	85
2110	-1.1257	0.5725	-2.2336	0.0512	1.0013	5400	10	85
2111	-0.5176	0.6528	-1.8001	0.7855	1.0011	11000	11	85
2112	-0.6045	0.6431	-1.8568	0.6937	1.0021	1700	12	85
2113	-0.7757	0.6245	-1.9873	0.4854	1.001	27000	13	85
2114	-0.9386	0.5995	-2.1026	0.2751	1.0009	27000	14	85
2115	-1.0295	0.5827	-2.1758	0.1485	1.0011	16000	15	85
2116	-0.3945	0.6673	-1.6791	0.9576	1.0011	13000	16	85
2117	-0.4936	0.6504	-1.7639	0.8194	1.001	27000	17	85
2118	-0.6573	0.6316	-1.8786	0.6345	1.001	27000	18	85
2119	-0.8326	0.6011	-2.0127	0.3918	1.0035	780	19	85
2120	-0.8885	0.603	-2.0862	0.3266	1.0011	18000	20	85
2121	-0.3218	0.6731	-1.6443	1.0234	1.0011	18000	21	85
2122	-0.4327	0.6579	-1.7227	0.8986	1.0028	1100	22	85
2123	-0.5761	0.6399	-1.8145	0.7346	1.001	19000	23	85
2124	-0.7355	0.6139	-1.9336	0.5017	1.001	23000	24	85
2125	-0.8342	0.5885	-1.9983	0.337	1.001	27000	25	85
2126	0.0875	0.3402	-0.5455	0.7934	1.0017	2500	1	86
2127	0.0409	0.3445	-0.5955	0.7575	1.0013	5100	2	86
2128	-0.0396	0.327	-0.6559	0.6367	1.0012	7100	3	86
2129	-0.0975	0.3273	-0.7262	0.5622	1.0017	2700	4	86
2130	-0.1411	0.3219	-0.755	0.5077	1.0013	5600	5	86
2131	0.14	0.347	-0.4999	0.8597	1.0011	9800	6	86
2132	0.0988	0.3492	-0.5431	0.8417	1.0016	3000	7	86
2133	0.0202	0.336	-0.6049	0.7212	1.0011	9700	8	86
2134	-0.0503	0.3305	-0.6752	0.6216	1.0027	1100	9	86
2135	-0.0864	0.3224	-0.6964	0.5744	1.0014	4400	10	86
2136	0.2247	0.3625	-0.4386	1.0024	1.002	2000	11	86
2137	0.1845	0.3584	-0.4649	0.9531	1.0015	3900	12	86
2138	0.1021	0.3476	-0.535	0.8378	1.0013	5800	13	86
2139	0.0426	0.333	-0.579	0.727	1.0015	3400	14	86
2140	0.0127	0.3296	-0.5994	0.691	1.0028	1100	15	86
2141	0.3394	0.3938	-0.3516	1.2154	1.0014	4500	16	86
2142	0.2895	0.3793	-0.3832	1.1088	1.0011	13000	17	86
2143	0.2013	0.3527	-0.449	0.9529	1.0011	9900	18	86
2144	0.1424	0.3432	-0.5006	0.849	1.0017	2600	19	86
2145	0.108	0.3326	-0.5198	0.7916	1.0016	3100	20	86
2146	0.404	0.3939	-0.2978	1.2596	1.0021	1700	21	86
2147	0.3508	0.3918	-0.3446	1.1986	1.0016	2800	22	86
2148	0.2755	0.3709	-0.3959	1.0664	1.0014	4400	23	86
2149	0.2042	0.3473	-0.4367	0.9345	1.0015	3900	24	86
2150	0.1692	0.3434	-0.4749	0.8862	1.0012	8700	25	86
2151	0.4914	0.6462	-0.7157	1.8135	1.0011	11000	1	87
2152	0.4363	0.6541	-0.7875	1.7827	1.001	27000	2	87
2153	0.3388	0.6704	-0.9081	1.7139	1.0011	18000	3	87
2154	0.2309	0.6805	-1.0271	1.6255	1.0027	3500	4	87
2155	0.1637	0.664	-1.0993	1.5181	1.0011	12000	5	87
2156	0.5342	0.6474	-0.6849	1.8746	1.0009	27000	6	87
2157	0.4919	0.6611	-0.7338	1.8541	1.0011	12000	7	87
2158	0.3819	0.672	-0.8716	1.7398	1.0015	5300	8	87
2159	0.2611	0.6672	-0.9992	1.6287	1.001	27000	9	87
2160	0.2066	0.6927	-1.0727	1.6095	1.0012	7800	10	87
2161	0.6289	0.6851	-0.6195	1.9952	1.0047	11000	11	87
2162	0.5858	0.6537	-0.6313	1.937	1.0012	9200	12	87
2163	0.4881	0.6798	-0.7586	1.9053	1.0014	4100	13	87
2164	0.3708	0.6762	-0.9111	1.744	1.0022	1700	14	87
2165	0.2967	0.6811	-0.9873	1.6758	1.0011	14000	15	87
2166	0.7206	0.6562	-0.5254	2.0466	1.0012	8600	16	87
2167	0.682	0.6561	-0.5553	2.0217	1.0011	13000	17	87
2168	0.5738	0.68	-0.7131	1.9309	1.0017	2700	18	87
2169	0.4566	0.6591	-0.8025	1.7813	1.0014	4000	19	87
2170	0.3864	0.6663	-0.8776	1.7292	1.001	27000	20	87
2171	0.7873	0.6473	-0.4273	2.0977	1.0013	5500	21	87
2172	0.7403	0.6618	-0.5252	2.0898	1.001	24000	22	87
2173	0.6276	0.6716	-0.6544	1.9816	1.0014	4000	23	87
2174	0.5124	0.6546	-0.7321	1.8369	1.0013	5200	24	87
2175	0.4351	0.6687	-0.8218	1.8043	1.0012	7600	25	87
2176	0.1812	0.431	-0.6417	1.0439	1.0012	9300	1	88
2177	0.1191	0.4339	-0.7005	0.9891	1.0013	5500	2	88
2178	0.0271	0.4408	-0.7969	0.9254	1.001	20000	3	88
2179	-0.0748	0.4453	-0.9052	0.8238	1.001	27000	4	88
2180	-0.1318	0.4401	-0.9363	0.7632	1.0011	11000	5	88
2181	0.2692	0.4283	-0.5455	1.1285	1.0016	3000	6	88
2182	0.2102	0.4327	-0.6246	1.0645	1.001	27000	7	88
2183	0.1096	0.4421	-0.734	0.9954	1.001	27000	8	88
2184	-0.0032	0.4386	-0.8286	0.8823	1.0011	12000	9	88
2185	-0.054	0.4383	-0.8671	0.8309	1.0018	2300	10	88
2186	0.3912	0.4284	-0.433	1.2267	1.0016	11000	11	88
2187	0.3352	0.4244	-0.4991	1.1638	1.0012	8900	12	88
2188	0.2287	0.4353	-0.598	1.1012	1.0011	12000	13	88
2189	0.1188	0.4361	-0.7049	0.994	1.001	27000	14	88
2190	0.0686	0.4306	-0.7569	0.9266	1.0009	27000	15	88
2191	0.5025	0.4139	-0.3033	1.3146	1.0013	5500	16	88
2192	0.4474	0.4138	-0.3707	1.2495	1.0012	9000	17	88
2193	0.3403	0.4155	-0.4685	1.1587	1.0012	6700	18	88
2194	0.2284	0.4107	-0.5672	1.0499	1.001	21000	19	88
2195	0.173	0.4153	-0.6314	1.0127	1.0023	1400	20	88
2196	0.5574	0.3921	-0.2162	1.3186	1.001	27000	21	88
2197	0.4973	0.3972	-0.2916	1.2817	1.0009	27000	22	88
2198	0.4041	0.4068	-0.3856	1.2165	1.001	21000	23	88
2199	0.2911	0.4101	-0.4985	1.1066	1.0015	3900	24	88
2200	0.2383	0.4041	-0.5335	1.0604	1.0012	6600	25	88
2201	-0.5729	0.3994	-1.4623	0.131	1.0011	11000	1	89
2202	-0.6291	0.4163	-1.5624	0.0946	1.0015	3600	2	89
2203	-0.7276	0.4393	-1.704	0.0293	1.001	27000	3	89
2204	-0.8355	0.4641	-1.863	-0.0513	1.0019	5100	4	89
2205	-0.8871	0.4665	-1.9307	-0.0867	1.0018	7000	5	89
2206	-0.5482	0.4193	-1.4586	0.1746	1.0041	2800	6	89
2207	-0.5811	0.4131	-1.4859	0.1391	1.001	27000	7	89
2208	-0.6782	0.4338	-1.6623	0.075	1.0011	11000	8	89
2209	-0.7761	0.4463	-1.7722	-2e-04	1.0013	5900	9	89
2210	-0.8375	0.4515	-1.8392	-0.0569	1.0012	9300	10	89
2211	-0.4832	0.4151	-1.4012	0.2482	1.001	27000	11	89
2212	-0.5303	0.4166	-1.4239	0.2055	1.0011	13000	12	89
2213	-0.6143	0.4363	-1.5672	0.1433	1.0016	3100	13	89
2214	-0.7091	0.4422	-1.7093	0.0555	1.0011	13000	14	89
2215	-0.7616	0.4479	-1.7572	0.0077	1.0011	14000	15	89
2216	-0.4159	0.4155	-1.3303	0.3183	1.0012	27000	16	89
2217	-0.4729	0.4161	-1.3785	0.2744	1.001	27000	17	89
2218	-0.553	0.4246	-1.4889	0.187	1.0011	16000	18	89
2219	-0.637	0.4271	-1.5722	0.1116	1.0014	4000	19	89
2220	-0.6865	0.4331	-1.6666	0.0587	1.001	27000	20	89
2221	-0.3743	0.4127	-1.2706	0.3622	1.001	27000	21	89
2222	-0.4305	0.4234	-1.3453	0.3154	1.0025	3400	22	89
2223	-0.507	0.4127	-1.414	0.2281	1.0009	27000	23	89
2224	-0.5903	0.4181	-1.5161	0.1567	1.001	27000	24	89
2225	-0.6457	0.4233	-1.5989	0.09	1.0011	9900	25	89
2226	-0.2635	0.4003	-1.0523	0.5182	1.0015	3500	1	90
2227	-0.3074	0.407	-1.1162	0.4904	1.002	1900	2	90
2228	-0.4223	0.4187	-1.2467	0.3944	1.0014	4600	3	90
2229	-0.5457	0.4278	-1.3891	0.2832	1.0022	1600	4	90
2230	-0.6108	0.4264	-1.4608	0.2139	1.0017	2800	5	90
2231	-0.1997	0.4089	-1.0051	0.6066	1.0019	2100	6	90
2232	-0.2575	0.4064	-1.061	0.5322	1.0011	13000	7	90
2233	-0.3638	0.4214	-1.1903	0.4685	1.0023	1500	8	90
2234	-0.4721	0.4352	-1.329	0.3795	1.0012	9700	9	90
2235	-0.5567	0.4346	-1.3961	0.3013	1.0025	1300	10	90
2236	-0.0863	0.417	-0.9077	0.7125	1.0031	920	11	90
2237	-0.1405	0.4222	-0.9865	0.6715	1.001	27000	12	90
2238	-0.2595	0.4246	-1.0905	0.5586	1.0012	7500	13	90
2239	-0.3717	0.4454	-1.2578	0.4916	1.0017	2700	14	90
2240	-0.4398	0.4353	-1.2839	0.4234	1.0013	5600	15	90
2241	0.0375	0.4279	-0.8102	0.8685	1.0017	2600	16	90
2242	-0.0245	0.4262	-0.8774	0.7904	1.0019	2200	17	90
2243	-0.1375	0.4359	-0.9976	0.7015	1.0015	3700	18	90
2244	-0.2383	0.439	-1.0997	0.6131	1.0013	5100	19	90
2245	-0.3149	0.4471	-1.1887	0.5518	1.0016	3000	20	90
2246	0.1207	0.4135	-0.6992	0.919	1.0019	2100	21	90
2247	0.0376	0.4294	-0.8276	0.8478	1.0012	9500	22	90
2248	-0.0702	0.436	-0.9393	0.7736	1.001	27000	23	90
2249	-0.1762	0.4406	-1.059	0.6698	1.0012	9400	24	90
2250	-0.2606	0.4444	-1.1318	0.603	1.0035	800	25	90
2251	0.0705	0.4182	-0.7479	0.8714	1.0038	4500	1	91
2252	0.0295	0.4211	-0.798	0.8325	1.001	27000	2	91
2253	-0.0255	0.4134	-0.8519	0.7823	1.0012	9200	3	91
2254	-0.0808	0.4174	-0.9074	0.7302	1.0011	15000	4	91
2255	-0.1106	0.4188	-0.9477	0.6946	1.001	27000	5	91
2256	0.1019	0.4025	-0.6926	0.8823	1.001	27000	6	91
2257	0.0663	0.4117	-0.7584	0.8445	1.0011	11000	7	91
2258	0.0019	0.4137	-0.8297	0.8014	1.001	25000	8	91
2259	-0.052	0.4167	-0.8715	0.7531	1.0012	7300	9	91
2260	-0.073	0.4125	-0.8977	0.7276	1.001	27000	10	91
2261	0.1543	0.3979	-0.6297	0.9268	1.001	27000	11	91
2262	0.1268	0.4013	-0.6754	0.8997	1.001	27000	12	91
2263	0.0633	0.4219	-0.7643	0.8641	1.0019	27000	13	91
2264	0.012	0.4118	-0.8034	0.8185	1.001	27000	14	91
2265	-0.0132	0.4346	-0.8432	0.7897	1.0067	27000	15	91
2266	0.2055	0.403	-0.595	0.9854	1.0013	6000	16	91
2267	0.1707	0.4008	-0.6155	0.9482	1.001	27000	17	91
2268	0.1087	0.4025	-0.6781	0.8996	1.001	23000	18	91
2269	0.048	0.4092	-0.7664	0.8356	1.0009	27000	19	91
2270	0.0244	0.4093	-0.774	0.8152	1.001	27000	20	91
2271	0.2265	0.4057	-0.5529	1.0012	1.001	27000	21	91
2272	0.1865	0.3991	-0.6061	0.9538	1.0011	12000	22	91
2273	0.1316	0.4029	-0.662	0.9128	1.0012	8500	23	91
2274	0.0768	0.3989	-0.7161	0.8522	1.001	27000	24	91
2275	0.0454	0.4089	-0.7501	0.8448	1.001	27000	25	91
2276	-0.2789	0.4728	-1.3202	0.5765	1.001	27000	1	92
2277	-0.3564	0.5008	-1.4419	0.5503	1.0016	2900	2	92
2278	-0.5035	0.571	-1.8094	0.4646	1.0016	3000	3	92
2279	-0.6987	0.6258	-2.0826	0.3752	1.002	2000	4	92
2280	-0.8383	0.655	-2.294	0.2851	1.0016	3100	5	92
2281	-0.1898	0.4855	-1.2076	0.706	1.0012	9400	6	92
2282	-0.2808	0.506	-1.3952	0.6123	1.0017	2600	7	92
2283	-0.4384	0.5596	-1.6932	0.5378	1.0014	4200	8	92
2284	-0.5791	0.6143	-1.9138	0.4758	1.001	27000	9	92
2285	-0.7093	0.6484	-2.137	0.396	1.0012	8900	10	92
2286	-0.0577	0.4761	-1.0599	0.8176	1.0013	5300	11	92
2287	-0.12	0.5002	-1.2007	0.772	1.002	1900	12	92
2288	-0.2653	0.5473	-1.4739	0.6781	1.001	27000	13	92
2289	-0.4299	0.5893	-1.7229	0.5948	1.001	27000	14	92
2290	-0.5297	0.6244	-1.929	0.521	1.0013	6100	15	92
2291	0.0977	0.4703	-0.9027	0.9458	1.001	27000	16	92
2292	0.0268	0.4929	-1.0276	0.9103	1.0011	12000	17	92
2293	-0.1107	0.5239	-1.2593	0.8038	1.001	27000	18	92
2294	-0.277	0.5741	-1.5609	0.7067	1.0014	4000	19	92
2295	-0.3782	0.5793	-1.6733	0.6286	1.0014	4400	20	92
2296	0.1665	0.4609	-0.8124	0.9973	1.0016	3000	21	92
2297	0.1013	0.4782	-0.9183	0.9615	1.0012	8500	22	92
2298	-0.0232	0.507	-1.1391	0.8644	1.001	26000	23	92
2299	-0.1881	0.5498	-1.3909	0.7611	1.0013	5400	24	92
2300	-0.2895	0.5705	-1.547	0.6886	1.0032	880	25	92
2301	-0.7234	0.7063	-2.0794	0.658	1.0015	3400	1	93
2302	-0.8589	0.6991	-2.2099	0.5028	1.0012	7300	2	93
2303	-1.0967	0.6921	-2.4067	0.2803	1.001	27000	3	93
2304	-1.3827	0.6728	-2.6249	-0.0082	1.0012	7200	4	93
2305	-1.4973	0.6586	-2.7119	-0.1382	1.0035	790	5	93
2306	-0.6281	0.7063	-2.0038	0.7554	1.0032	900	6	93
2307	-0.786	0.7056	-2.126	0.6051	1.0051	480	7	93
2308	-0.9945	0.7067	-2.332	0.4338	1.0019	2200	8	93
2309	-1.2605	0.6734	-2.5099	0.1207	1.0012	7900	9	93
2310	-1.3847	0.6511	-2.5976	-0.0506	1.0012	7000	10	93
2311	-0.4123	0.7263	-1.8286	1.0253	1.0014	4000	11	93
2312	-0.5744	0.719	-1.9688	0.8405	1.0012	8000	12	93
2313	-0.7994	0.7121	-2.1471	0.6138	1.0028	1100	13	93
2314	-1.0616	0.6881	-2.3582	0.3269	1.0025	1300	14	93
2315	-1.179	0.6749	-2.4411	0.1819	1.001	25000	15	93
2316	-0.1938	0.7251	-1.6114	1.2303	1.0016	3000	16	93
2317	-0.3695	0.7355	-1.8191	1.0623	1.0012	7800	17	93
2318	-0.5964	0.7235	-1.9953	0.8351	1.001	21000	18	93
2319	-0.8166	0.7062	-2.1631	0.5841	1.0012	8700	19	93
2320	-0.9316	0.6755	-2.2162	0.4276	1.001	25000	20	93
2321	-0.0613	0.734	-1.5165	1.353	1.0019	2000	21	93
2322	-0.2128	0.7281	-1.6513	1.2238	1.0025	1300	22	93
2323	-0.4506	0.7109	-1.8364	0.9653	1.0033	840	23	93
2324	-0.6682	0.7063	-2.0368	0.7345	1.0019	2000	24	93
2325	-0.8005	0.6716	-2.0933	0.5318	1.001	27000	25	93
2326	2.873	1.5356	0.2363	6.3172	1.0009	27000	1	94
2327	2.8022	1.5266	0.1817	6.2677	1.001	27000	2	94
2328	2.6879	1.523	0.0998	6.1158	1.0014	4900	3	94
2329	2.5397	1.5224	-0.0272	6.0278	1.0011	12000	4	94
2330	2.4321	1.4817	-0.1014	5.7925	1.0012	7800	5	94
2331	2.9048	1.5676	0.2304	6.3843	1.001	27000	6	94
2332	2.8768	1.5818	0.1917	6.3847	1.001	24000	7	94
2333	2.7482	1.5173	0.1491	6.202	1.001	27000	8	94
2334	2.5789	1.561	-0.0647	6.0698	1.0013	6200	9	94
2335	2.4974	1.5177	-0.1105	5.9504	1.0011	17000	10	94
2336	2.9966	1.5792	0.2661	6.522	1.001	27000	11	94
2337	2.956	1.5773	0.2451	6.505	1.0013	5900	12	94
2338	2.823	1.5883	0.1442	6.4177	1.0011	16000	13	94
2339	2.6589	1.5425	0.0027	6.0575	1.0012	6800	14	94
2340	2.5919	1.567	-0.0565	6.15	1.001	27000	15	94
2341	3.1109	1.6128	0.3954	6.7361	1.001	20000	16	94
2342	3.0513	1.6097	0.3008	6.5938	1.001	27000	17	94
2343	2.9421	1.6082	0.202	6.6047	1.0011	12000	18	94
2344	2.7825	1.5866	0.109	6.3625	1.001	27000	19	94
2345	2.6843	1.5576	0.0467	6.2216	1.0011	18000	20	94
2346	3.1714	1.6534	0.3939	6.8937	1.0013	5600	21	94
2347	3.093	1.585	0.3578	6.7017	1.001	27000	22	94
2348	2.9704	1.5777	0.231	6.4979	1.001	27000	23	94
2349	2.7898	1.5597	0.111	6.2866	1.0011	9700	24	94
2350	2.7252	1.6102	0.0117	6.3456	1.002	2400	25	94
2351	2.7204	0.7016	1.5232	4.1937	1.008	6700	1	95
2352	2.6255	0.66	1.4299	4.0303	1.0015	3300	2	95
2353	2.4756	0.6933	1.2864	3.9415	1.0027	3900	3	95
2354	2.3096	0.6941	1.1098	3.7644	1.0026	1600	4	95
2355	2.1928	0.6685	1.045	3.5942	1.0012	6600	5	95
2356	2.7502	0.6648	1.5609	4.2024	1.001	19000	6	95
2357	2.6769	0.6676	1.4892	4.1162	1.0011	11000	7	95
2358	2.5276	0.6941	1.3193	4.0074	1.0076	1400	8	95
2359	2.3314	0.6838	1.1326	3.8097	1.0013	6100	9	95
2360	2.2303	0.6788	1.0567	3.7009	1.0012	6600	10	95
2361	2.8236	0.681	1.618	4.2977	1.0011	14000	11	95
2362	2.7404	0.6882	1.5273	4.2625	1.0016	3000	12	95
2363	2.5923	0.7465	1.3661	4.1739	1.0031	4600	13	95
2364	2.3964	0.6719	1.2129	3.8365	1.0016	3100	14	95
2365	2.288	0.6942	1.1274	3.7219	1.0039	2600	15	95
2366	2.873	0.6829	1.6569	4.3565	1.0011	11000	16	95
2367	2.8193	0.7214	1.5897	4.3787	1.0082	2000	17	95
2368	2.637	0.7099	1.4229	4.1768	1.0015	3500	18	95
2369	2.4452	0.6594	1.276	3.8726	1.002	1900	19	95
2370	2.3571	0.6626	1.2094	3.8131	1.0011	11000	20	95
2371	2.9109	0.686	1.7156	4.4279	1.0018	2300	21	95
2372	2.8334	0.7086	1.6131	4.4001	1.0012	8900	22	95
2373	2.6808	0.6962	1.4601	4.2162	1.001	25000	23	95
2374	2.4942	0.6751	1.3254	3.948	1.0011	17000	24	95
2375	2.391	0.6673	1.221	3.8258	1.0025	1300	25	95
