node             50%	sd	2.5%	97.5%	Rhat	n.eff   scen    NMA		
SMD[12,5]	-0.1678	0.1112	-0.3885	0.0495	1.001	27000	20	3
SMD[13,5]	0.298	0.1218	0.061	0.5411	1.001	27000	20	3
SMD[14,5]	0.0053	0.1216	-0.2361	0.2413	1.001	22000	20	3
SMD[7,6]	-0.8928	0.2685	-1.4184	-0.3629	1.0013	6000	20	3
SMD[8,6]	-0.4027	0.2932	-0.9789	0.1765	1.0012	6900	20	3
SMD[9,6]	-0.7035	0.2682	-1.229	-0.1775	1.0012	6900	20	3
SMD[10,6]	-0.7688	0.2668	-1.297	-0.2397	1.0012	8000	20	3
SMD[11,6]	-0.8312	0.2685	-1.3593	-0.3044	1.0012	7300	20	3
SMD[12,6]	-0.7022	0.271	-1.2292	-0.1658	1.0013	5700	20	3
SMD[13,6]	-0.2351	0.2747	-0.7782	0.3063	1.0012	8900	20	3
SMD[14,6]	-0.5278	0.2753	-1.0684	0.0168	1.0012	8500	20	3
SMD[8,7]	0.4885	0.1461	0.2009	0.7721	1.001	27000	20	3
SMD[9,7]	0.1875	0.0884	0.0116	0.3604	1.001	27000	20	3
SMD[10,7]	0.1223	0.0784	-0.0302	0.2792	1.001	25000	20	3
SMD[11,7]	0.0596	0.0825	-0.103	0.2222	1.001	27000	20	3
SMD[12,7]	0.1903	0.0919	0.0072	0.3713	1.001	27000	20	3
SMD[13,7]	0.6563	0.1086	0.4431	0.8711	1.001	27000	20	3
SMD[14,7]	0.3636	0.1023	0.1611	0.5645	1.0011	13000	20	3
SMD[9,8]	-0.3005	0.1336	-0.5628	-0.0386	1.001	27000	20	3
SMD[10,8]	-0.3652	0.142	-0.6413	-0.0826	1.001	27000	20	3
SMD[11,8]	-0.4283	0.1464	-0.7152	-0.1427	1.001	23000	20	3
SMD[12,8]	-0.2982	0.1484	-0.5898	-0.0065	1.0009	27000	20	3
SMD[13,8]	0.1674	0.1557	-0.136	0.4794	1.001	27000	20	3
SMD[14,8]	-0.1254	0.1579	-0.4322	0.1876	1.001	27000	20	3
SMD[10,9]	-0.0654	0.0799	-0.2193	0.092	1.001	27000	20	3
SMD[11,9]	-0.1283	0.0888	-0.3014	0.0465	1.001	21000	20	3
SMD[12,9]	0.0014	0.0888	-0.1735	0.1775	1.001	27000	20	3
SMD[13,9]	0.4693	0.0996	0.2728	0.6658	1.001	27000	20	3
SMD[14,9]	0.1758	0.1084	-0.0386	0.3888	1.001	27000	20	3
SMD[11,10]	-0.0629	0.0791	-0.2215	0.09	1.001	27000	20	3
SMD[12,10]	0.0677	0.0897	-0.1122	0.2415	1.0011	12000	20	3
SMD[13,10]	0.5343	0.1031	0.3301	0.7341	1.0009	27000	20	3
SMD[14,10]	0.241	0.1027	0.0356	0.4404	1.0011	17000	20	3
SMD[12,11]	0.1303	0.0904	-0.0488	0.307	1.0011	10000	20	3
SMD[13,11]	0.5979	0.1082	0.3846	0.8101	1.001	27000	20	3
SMD[14,11]	0.304	0.1069	0.0925	0.515	1.0011	11000	20	3
SMD[13,12]	0.4671	0.1125	0.2462	0.6884	1.0011	16000	20	3
SMD[14,12]	0.1729	0.1123	-0.0487	0.3974	1.001	26000	20	3
SMD[14,13]	-0.2926	0.1232	-0.5374	-0.0526	1.001	23000	20	3
SMD[2,1]	-0.3563	0.0731	-0.5011	-0.2114	1.001	27000	21	3
SMD[3,1]	-0.2892	0.1234	-0.5321	-0.0471	1.001	19000	21	3
SMD[4,1]	-0.3455	0.1325	-0.5997	-0.0816	1.0012	9500	21	3
SMD[5,1]	-0.1874	0.0894	-0.3624	-0.0116	1.001	27000	21	3
SMD[6,1]	0.4271	0.2685	-0.0936	0.9569	1.0011	15000	21	3
SMD[7,1]	-0.5464	0.0674	-0.6802	-0.4144	1.001	27000	21	3
SMD[8,1]	-0.0707	0.1374	-0.342	0.1973	1.001	27000	21	3
SMD[9,1]	-0.366	0.0682	-0.5009	-0.2339	1.001	23000	21	3
SMD[10,1]	-0.4238	0.0586	-0.5398	-0.3077	1.0009	27000	21	3
SMD[11,1]	-0.485	0.0669	-0.6149	-0.3529	1.001	27000	21	3
SMD[12,1]	-0.3566	0.0761	-0.5077	-0.207	1.001	27000	21	3
SMD[13,1]	0.1207	0.0912	-0.0586	0.301	1.001	24000	21	3
SMD[14,1]	-0.1693	0.091	-0.3496	0.0088	1.001	27000	21	3
SMD[3,2]	0.0667	0.1424	-0.2126	0.3498	1.001	22000	21	3
SMD[4,2]	0.0121	0.1484	-0.2735	0.3114	1.0011	11000	21	3
SMD[5,2]	0.1689	0.1142	-0.0525	0.3942	1.001	27000	21	3
SMD[6,2]	0.7832	0.2789	0.2424	1.3315	1.001	20000	21	3
SMD[7,2]	-0.1895	0.0873	-0.3639	-0.0204	1.001	25000	21	3
SMD[8,2]	0.2853	0.1543	-0.0163	0.5862	1.001	27000	21	3
SMD[9,2]	-0.0101	0.0951	-0.1992	0.1776	1.001	27000	21	3
SMD[10,2]	-0.0669	0.0911	-0.2448	0.1124	1.001	27000	21	3
SMD[11,2]	-0.1278	0.0966	-0.3191	0.0589	1.001	27000	21	3
SMD[12,2]	-1e-04	0.103	-0.2051	0.2025	1.001	27000	21	3
SMD[13,2]	0.4767	0.1155	0.2507	0.7052	1.001	27000	21	3
SMD[14,2]	0.188	0.1148	-0.0413	0.4113	1.001	27000	21	3
SMD[4,3]	-0.0572	0.1792	-0.4024	0.3043	1.001	27000	21	3
SMD[5,3]	0.1016	0.1463	-0.1884	0.3934	1.001	27000	21	3
SMD[6,3]	0.7163	0.295	0.1445	1.299	1.0011	14000	21	3
SMD[7,3]	-0.2561	0.1382	-0.5337	0.0122	1.001	27000	21	3
SMD[8,3]	0.2178	0.183	-0.1462	0.5726	1.0011	16000	21	3
SMD[9,3]	-0.0767	0.1386	-0.3493	0.1961	1.0011	11000	21	3
SMD[10,3]	-0.1357	0.1218	-0.3743	0.1065	1.001	21000	21	3
SMD[11,3]	-0.1951	0.1387	-0.47	0.0766	1.001	25000	21	3
SMD[12,3]	-0.067	0.1448	-0.354	0.2174	1.001	27000	21	3
SMD[13,3]	0.4098	0.1527	0.1042	0.7099	1.001	27000	21	3
SMD[14,3]	0.1197	0.1529	-0.183	0.4201	1.001	27000	21	3
SMD[5,4]	0.1581	0.154	-0.1467	0.4566	1.001	22000	21	3
SMD[6,4]	0.7736	0.2997	0.1848	1.3612	1.0011	11000	21	3
SMD[7,4]	-0.2005	0.1399	-0.4799	0.0668	1.0011	18000	21	3
SMD[8,4]	0.2743	0.1886	-0.103	0.6398	1.0011	10000	21	3
SMD[9,4]	-0.0211	0.1422	-0.3028	0.2513	1.0013	6200	21	3
SMD[10,4]	-0.0781	0.1413	-0.3588	0.1941	1.0011	12000	21	3
SMD[11,4]	-0.1387	0.1471	-0.4339	0.1449	1.0011	12000	21	3
SMD[12,4]	-0.0121	0.1509	-0.3119	0.2799	1.001	23000	21	3
SMD[13,4]	0.4665	0.1592	0.1465	0.7702	1.0011	16000	21	3
SMD[14,4]	0.1769	0.1602	-0.1453	0.4827	1.0011	14000	21	3
SMD[6,5]	0.6155	0.2832	0.0678	1.175	1.0011	15000	21	3
SMD[7,5]	-0.3593	0.1082	-0.5722	-0.1474	1.0009	27000	21	3
SMD[8,5]	0.1163	0.1625	-0.2052	0.4316	1.001	27000	21	3
SMD[9,5]	-0.179	0.1075	-0.3917	0.0285	1.001	19000	21	3
SMD[10,5]	-0.2375	0.0916	-0.4146	-0.0556	1.001	27000	21	3
SMD[11,5]	-0.2977	0.1093	-0.5087	-0.0844	1.001	27000	21	3
SMD[12,5]	-0.1695	0.1159	-0.398	0.0583	1.0009	27000	21	3
SMD[13,5]	0.3076	0.1263	0.0582	0.5544	1.001	27000	21	3
SMD[14,5]	0.019	0.1273	-0.2361	0.264	1.001	27000	21	3
SMD[7,6]	-0.9736	0.2768	-1.5187	-0.4378	1.0011	13000	21	3
SMD[8,6]	-0.499	0.3027	-1.1002	0.0874	1.0011	18000	21	3
SMD[9,6]	-0.7933	0.2766	-1.3412	-0.2539	1.0011	16000	21	3
SMD[10,6]	-0.8527	0.2751	-1.3948	-0.317	1.0011	14000	21	3
SMD[11,6]	-0.9105	0.2767	-1.4581	-0.3736	1.0011	13000	21	3
SMD[12,6]	-0.7869	0.2783	-1.3367	-0.243	1.0011	15000	21	3
SMD[13,6]	-0.308	0.2837	-0.8643	0.2435	1.001	26000	21	3
SMD[14,6]	-0.595	0.2831	-1.1621	-0.0476	1.0011	13000	21	3
SMD[8,7]	0.4748	0.1521	0.1796	0.7716	1.001	27000	21	3
SMD[9,7]	0.1805	0.0914	-0.0013	0.3599	1.0011	14000	21	3
SMD[10,7]	0.123	0.0812	-0.0358	0.2844	1.001	27000	21	3
SMD[11,7]	0.0624	0.0864	-0.1085	0.2337	1.001	27000	21	3
SMD[12,7]	0.1896	0.0954	0.0014	0.3772	1.001	27000	21	3
SMD[13,7]	0.667	0.1126	0.4451	0.8873	1.001	23000	21	3
SMD[14,7]	0.3778	0.1072	0.1637	0.5878	1.001	27000	21	3
SMD[9,8]	-0.2946	0.1385	-0.5689	-0.0235	1.0009	27000	21	3
SMD[10,8]	-0.3516	0.1478	-0.6395	-0.0606	1.001	27000	21	3
SMD[11,8]	-0.4129	0.152	-0.7118	-0.1128	1.001	27000	21	3
SMD[12,8]	-0.2863	0.1539	-0.5868	0.017	1.001	27000	21	3
SMD[13,8]	0.1912	0.162	-0.1276	0.5069	1.001	26000	21	3
SMD[14,8]	-0.0972	0.164	-0.4156	0.226	1.001	27000	21	3
SMD[10,9]	-0.0581	0.0832	-0.2189	0.1089	1.001	26000	21	3
SMD[11,9]	-0.1185	0.0926	-0.2976	0.0656	1.001	27000	21	3
SMD[12,9]	0.0084	0.0922	-0.171	0.1896	1.0011	13000	21	3
SMD[13,9]	0.4867	0.1039	0.2838	0.6942	1.001	21000	21	3
SMD[14,9]	0.1975	0.1129	-0.0235	0.4191	1.001	27000	21	3
SMD[11,10]	-0.0604	0.0827	-0.2247	0.1003	1.001	27000	21	3
SMD[12,10]	0.0664	0.0934	-0.1201	0.2482	1.001	27000	21	3
SMD[13,10]	0.5443	0.1069	0.3301	0.7522	1.001	27000	21	3
SMD[14,10]	0.2553	0.1071	0.0414	0.4609	1.0009	27000	21	3
SMD[12,11]	0.1273	0.0946	-0.0571	0.3148	1.001	27000	21	3
SMD[13,11]	0.6049	0.1124	0.3831	0.8242	1.001	20000	21	3
SMD[14,11]	0.3164	0.1119	0.0904	0.5292	1.0009	27000	21	3
SMD[13,12]	0.4775	0.1167	0.2459	0.7092	1.001	27000	21	3
SMD[14,12]	0.1878	0.1176	-0.043	0.4185	1.001	27000	21	3
SMD[14,13]	-0.2899	0.1281	-0.5409	-0.0397	1.001	24000	21	3
SMD[2,1]	-0.3598	0.0735	-0.5029	-0.2158	1.001	25000	22	3
SMD[3,1]	-0.2916	0.1234	-0.5326	-0.0505	1.001	27000	22	3
SMD[4,1]	-0.3501	0.1322	-0.6066	-0.0852	1.0009	27000	22	3
SMD[5,1]	-0.1901	0.0893	-0.3655	-0.0143	1.0011	12000	22	3
SMD[6,1]	0.4101	0.2701	-0.1139	0.9431	1.0011	16000	22	3
SMD[7,1]	-0.5496	0.0676	-0.6834	-0.4173	1.0011	11000	22	3
SMD[8,1]	-0.0696	0.138	-0.3464	0.1947	1.0009	27000	22	3
SMD[9,1]	-0.3674	0.0675	-0.5019	-0.2357	1.001	27000	22	3
SMD[10,1]	-0.4268	0.059	-0.542	-0.3095	1.001	19000	22	3
SMD[11,1]	-0.4864	0.0668	-0.6168	-0.3553	1.0011	13000	22	3
SMD[12,1]	-0.3616	0.076	-0.5136	-0.2131	1.001	27000	22	3
SMD[13,1]	0.1189	0.0911	-0.0595	0.2996	1.001	27000	22	3
SMD[14,1]	-0.1728	0.0914	-0.3531	0.0047	1.0013	5900	22	3
SMD[3,2]	0.0691	0.1426	-0.2126	0.3491	1.001	27000	22	3
SMD[4,2]	0.0105	0.1486	-0.2798	0.3052	1.001	27000	22	3
SMD[5,2]	0.1701	0.114	-0.0533	0.3936	1.0011	12000	22	3
SMD[6,2]	0.7683	0.2794	0.2269	1.3212	1.001	22000	22	3
SMD[7,2]	-0.1903	0.0878	-0.3639	-0.018	1.001	27000	22	3
SMD[8,2]	0.2901	0.1546	-0.0176	0.5897	1.001	27000	22	3
SMD[9,2]	-0.0074	0.0943	-0.1952	0.1726	1.001	27000	22	3
SMD[10,2]	-0.0666	0.0915	-0.2467	0.1144	1.001	27000	22	3
SMD[11,2]	-0.1263	0.0971	-0.3197	0.0648	1.0009	27000	22	3
SMD[12,2]	-0.001	0.103	-0.2056	0.1986	1.001	19000	22	3
SMD[13,2]	0.4776	0.1159	0.2518	0.7062	1.001	27000	22	3
SMD[14,2]	0.1862	0.1155	-0.0415	0.4134	1.0012	7300	22	3
SMD[4,3]	-0.0584	0.1798	-0.4061	0.2981	1.001	27000	22	3
SMD[5,3]	0.1025	0.1466	-0.1889	0.3894	1.0009	27000	22	3
SMD[6,3]	0.6993	0.2978	0.1197	1.2949	1.001	27000	22	3
SMD[7,3]	-0.2589	0.138	-0.5274	0.0134	1.001	27000	22	3
SMD[8,3]	0.2217	0.1839	-0.1412	0.574	1.001	27000	22	3
SMD[9,3]	-0.0752	0.1379	-0.3497	0.1947	1.001	27000	22	3
SMD[10,3]	-0.136	0.1217	-0.3718	0.1046	1.001	27000	22	3
SMD[11,3]	-0.1948	0.1384	-0.4653	0.0746	1.001	20000	22	3
SMD[12,3]	-0.0692	0.1435	-0.3553	0.2079	1.001	27000	22	3
SMD[13,3]	0.4099	0.1516	0.1133	0.7065	1.0009	27000	22	3
SMD[14,3]	0.1177	0.1533	-0.1834	0.4194	1.001	27000	22	3
SMD[5,4]	0.1591	0.1536	-0.147	0.4566	1.001	27000	22	3
SMD[6,4]	0.7604	0.3006	0.1678	1.3563	1.0011	18000	22	3
SMD[7,4]	-0.2	0.14	-0.4806	0.0714	1.001	27000	22	3
SMD[8,4]	0.2794	0.1888	-0.1003	0.6387	1.0009	27000	22	3
SMD[9,4]	-0.0175	0.1418	-0.3031	0.2537	1.0009	27000	22	3
SMD[10,4]	-0.0773	0.1416	-0.3576	0.1976	1.001	27000	22	3
SMD[11,4]	-0.1373	0.1463	-0.428	0.1462	1.001	27000	22	3
SMD[12,4]	-0.0118	0.1506	-0.3138	0.2782	1.001	27000	22	3
SMD[13,4]	0.4689	0.1591	0.1497	0.7759	1.001	27000	22	3
SMD[14,4]	0.1778	0.1583	-0.1444	0.4796	1.0011	18000	22	3
SMD[6,5]	0.598	0.2834	0.0533	1.1642	1.001	25000	22	3
SMD[7,5]	-0.3589	0.1081	-0.5715	-0.1488	1.0011	16000	22	3
SMD[8,5]	0.1188	0.1625	-0.2017	0.4346	1.001	27000	22	3
SMD[9,5]	-0.1772	0.1069	-0.3909	0.0324	1.001	22000	22	3
SMD[10,5]	-0.2365	0.0909	-0.4165	-0.0564	1.0011	16000	22	3
SMD[11,5]	-0.2975	0.1095	-0.5111	-0.0816	1.0012	8600	22	3
SMD[12,5]	-0.1713	0.116	-0.4042	0.055	1.001	27000	22	3
SMD[13,5]	0.3091	0.1265	0.0598	0.559	1.001	27000	22	3
SMD[14,5]	0.017	0.1271	-0.2335	0.2647	1.001	27000	22	3
SMD[7,6]	-0.959	0.278	-1.5059	-0.4176	1.001	27000	22	3
SMD[8,6]	-0.4781	0.3034	-1.0807	0.1074	1.001	19000	22	3
SMD[9,6]	-0.7748	0.2777	-1.3272	-0.2367	1.001	20000	22	3
SMD[10,6]	-0.8362	0.2761	-1.3798	-0.298	1.001	26000	22	3
SMD[11,6]	-0.8958	0.2771	-1.4438	-0.353	1.001	21000	22	3
SMD[12,6]	-0.7717	0.2799	-1.3197	-0.2302	1.001	19000	22	3
SMD[13,6]	-0.2906	0.2848	-0.8529	0.2635	1.001	24000	22	3
SMD[14,6]	-0.5824	0.2843	-1.1489	-0.0313	1.001	27000	22	3
SMD[8,7]	0.4801	0.1526	0.1751	0.7734	1.001	27000	22	3
SMD[9,7]	0.1824	0.091	0.0016	0.358	1.001	27000	22	3
SMD[10,7]	0.123	0.0814	-0.0353	0.2837	1.001	27000	22	3
SMD[11,7]	0.0635	0.0869	-0.1073	0.2339	1.001	27000	22	3
SMD[12,7]	0.1891	0.0962	-0.0032	0.3766	1.0011	19000	22	3
SMD[13,7]	0.6688	0.1118	0.4497	0.8883	1.001	27000	22	3
SMD[14,7]	0.3767	0.1067	0.1659	0.5858	1.0011	10000	22	3
SMD[9,8]	-0.2966	0.1389	-0.5687	-0.0239	1.0009	27000	22	3
SMD[10,8]	-0.3571	0.1485	-0.6436	-0.0576	1.001	27000	22	3
SMD[11,8]	-0.4157	0.1527	-0.7092	-0.1137	1.001	27000	22	3
SMD[12,8]	-0.2922	0.1547	-0.5928	0.0138	1.001	27000	22	3
SMD[13,8]	0.1892	0.162	-0.124	0.5121	1.001	27000	22	3
SMD[14,8]	-0.1019	0.1655	-0.4267	0.2246	1.0011	16000	22	3
SMD[10,9]	-0.0596	0.0827	-0.2191	0.1055	1.001	27000	22	3
SMD[11,9]	-0.1199	0.0917	-0.2963	0.0653	1.001	27000	22	3
SMD[12,9]	0.0059	0.0917	-0.1735	0.187	1.001	27000	22	3
SMD[13,9]	0.4854	0.1035	0.283	0.6921	1.001	27000	22	3
SMD[14,9]	0.1942	0.1131	-0.0261	0.4165	1.0011	11000	22	3
SMD[11,10]	-0.0596	0.0831	-0.2229	0.1037	1.001	27000	22	3
SMD[12,10]	0.0657	0.0935	-0.1198	0.2473	1.001	27000	22	3
SMD[13,10]	0.5455	0.1074	0.333	0.7543	1.001	27000	22	3
SMD[14,10]	0.2533	0.1076	0.04	0.4624	1.0011	12000	22	3
SMD[12,11]	0.1254	0.0941	-0.062	0.3103	1.0011	12000	22	3
SMD[13,11]	0.605	0.1118	0.3838	0.8232	1.0011	15000	22	3
SMD[14,11]	0.3125	0.1114	0.0945	0.5334	1.0013	5800	22	3
SMD[13,12]	0.4796	0.117	0.2533	0.7123	1.0009	27000	22	3
SMD[14,12]	0.1883	0.1183	-0.0445	0.4224	1.001	19000	22	3
SMD[14,13]	-0.2917	0.1287	-0.5487	-0.0398	1.001	27000	22	3
SMD[2,1]	-0.3632	0.0737	-0.5063	-0.2166	1.001	27000	23	3
SMD[3,1]	-0.2946	0.1219	-0.5349	-0.0554	1.001	27000	23	3
SMD[4,1]	-0.3513	0.1306	-0.605	-0.0893	1.0011	15000	23	3
SMD[5,1]	-0.1939	0.0889	-0.3681	-0.0173	1.001	27000	23	3
SMD[6,1]	0.3965	0.269	-0.1341	0.9334	1.001	27000	23	3
SMD[7,1]	-0.5528	0.0677	-0.6872	-0.4195	1.0011	18000	23	3
SMD[8,1]	-0.0725	0.1371	-0.344	0.1966	1.001	27000	23	3
SMD[9,1]	-0.3688	0.0676	-0.5021	-0.2375	1.001	27000	23	3
SMD[10,1]	-0.4302	0.0582	-0.5428	-0.3145	1.001	27000	23	3
SMD[11,1]	-0.4902	0.0659	-0.6213	-0.3613	1.001	27000	23	3
SMD[12,1]	-0.364	0.0756	-0.512	-0.2162	1.001	27000	23	3
SMD[13,1]	0.1161	0.091	-0.063	0.2952	1.0011	12000	23	3
SMD[14,1]	-0.1798	0.0905	-0.3598	-0.0026	1.001	27000	23	3
SMD[3,2]	0.0669	0.1406	-0.212	0.3432	1.001	27000	23	3
SMD[4,2]	0.0111	0.1464	-0.2704	0.3044	1.0011	12000	23	3
SMD[5,2]	0.1699	0.1145	-0.058	0.3939	1.001	27000	23	3
SMD[6,2]	0.7584	0.2789	0.2134	1.3152	1.001	27000	23	3
SMD[7,2]	-0.1899	0.0878	-0.3633	-0.0186	1.0011	13000	23	3
SMD[8,2]	0.2884	0.1538	-0.0157	0.5877	1.001	20000	23	3
SMD[9,2]	-0.0064	0.0947	-0.196	0.1791	1.001	27000	23	3
SMD[10,2]	-0.0669	0.0913	-0.2455	0.1139	1.001	27000	23	3
SMD[11,2]	-0.1266	0.0965	-0.3181	0.0616	1.001	26000	23	3
SMD[12,2]	-9e-04	0.1038	-0.2071	0.2007	1.0009	27000	23	3
SMD[13,2]	0.4793	0.1159	0.2501	0.7059	1.0011	16000	23	3
SMD[14,2]	0.1829	0.1156	-0.0456	0.4077	1.0009	27000	23	3
SMD[4,3]	-0.057	0.1775	-0.4007	0.3015	1.0011	15000	23	3
SMD[5,3]	0.102	0.1447	-0.185	0.387	1.0009	27000	23	3
SMD[6,3]	0.6927	0.2943	0.1187	1.2769	1.001	27000	23	3
SMD[7,3]	-0.2585	0.1364	-0.525	0.0117	1.001	27000	23	3
SMD[8,3]	0.2222	0.1823	-0.137	0.5821	1.001	27000	23	3
SMD[9,3]	-0.0733	0.1374	-0.347	0.195	1.0009	27000	23	3
SMD[10,3]	-0.1354	0.1207	-0.3709	0.1074	1.001	27000	23	3
SMD[11,3]	-0.1954	0.1365	-0.463	0.0738	1.001	27000	23	3
SMD[12,3]	-0.0692	0.1424	-0.3494	0.211	1.001	27000	23	3
SMD[13,3]	0.4112	0.1522	0.1136	0.7137	1.001	27000	23	3
SMD[14,3]	0.1153	0.1515	-0.1875	0.4107	1.001	27000	23	3
SMD[5,4]	0.1582	0.1517	-0.1445	0.4516	1.0011	12000	23	3
SMD[6,4]	0.7497	0.3002	0.158	1.3382	1.001	27000	23	3
SMD[7,4]	-0.201	0.1391	-0.4806	0.0664	1.001	20000	23	3
SMD[8,4]	0.2801	0.1867	-0.0991	0.6381	1.001	27000	23	3
SMD[9,4]	-0.0169	0.1398	-0.296	0.2519	1.0011	10000	23	3
SMD[10,4]	-0.0783	0.1399	-0.3569	0.1936	1.0011	16000	23	3
SMD[11,4]	-0.1391	0.1452	-0.4295	0.1425	1.001	19000	23	3
SMD[12,4]	-0.013	0.1488	-0.312	0.2763	1.0011	11000	23	3
SMD[13,4]	0.4669	0.1573	0.1538	0.7723	1.0011	10000	23	3
SMD[14,4]	0.1725	0.1586	-0.1435	0.4804	1.0011	15000	23	3
SMD[6,5]	0.5909	0.2828	0.0358	1.1468	1.001	27000	23	3
SMD[7,5]	-0.359	0.1082	-0.5738	-0.1461	1.001	27000	23	3
SMD[8,5]	0.1213	0.1616	-0.1988	0.434	1.001	27000	23	3
SMD[9,5]	-0.1751	0.1066	-0.3863	0.033	1.001	27000	23	3
SMD[10,5]	-0.2366	0.0908	-0.412	-0.0563	1.001	27000	23	3
SMD[11,5]	-0.297	0.1084	-0.5078	-0.0861	1.001	27000	23	3
SMD[12,5]	-0.1701	0.1144	-0.3977	0.0537	1.001	27000	23	3
SMD[13,5]	0.3094	0.126	0.0642	0.5591	1.001	27000	23	3
SMD[14,5]	0.0131	0.1262	-0.2365	0.2605	1.001	27000	23	3
SMD[7,6]	-0.9491	0.2775	-1.5036	-0.4091	1.001	27000	23	3
SMD[8,6]	-0.47	0.3008	-1.0698	0.1233	1.001	24000	23	3
SMD[9,6]	-0.7662	0.2777	-1.3168	-0.2216	1.001	27000	23	3
SMD[10,6]	-0.8267	0.2745	-1.3667	-0.2879	1.001	27000	23	3
SMD[11,6]	-0.886	0.2769	-1.4377	-0.3458	1.001	27000	23	3
SMD[12,6]	-0.7594	0.2791	-1.3113	-0.2155	1.001	27000	23	3
SMD[13,6]	-0.2785	0.2836	-0.8433	0.2783	1.001	19000	23	3
SMD[14,6]	-0.5769	0.2837	-1.1376	-0.0184	1.001	27000	23	3
SMD[8,7]	0.4789	0.1514	0.1843	0.7796	1.001	27000	23	3
SMD[9,7]	0.184	0.0917	0.0044	0.3647	1.001	21000	23	3
SMD[10,7]	0.123	0.081	-0.0344	0.2835	1.001	27000	23	3
SMD[11,7]	0.063	0.0862	-0.1065	0.233	1.001	27000	23	3
SMD[12,7]	0.1894	0.0959	2e-04	0.3777	1.0011	16000	23	3
SMD[13,7]	0.6689	0.1131	0.444	0.8944	1.001	27000	23	3
SMD[14,7]	0.3736	0.1062	0.163	0.5802	1.001	22000	23	3
SMD[9,8]	-0.2959	0.1382	-0.5658	-0.0261	1.001	22000	23	3
SMD[10,8]	-0.3565	0.1469	-0.6438	-0.0655	1.001	27000	23	3
SMD[11,8]	-0.4172	0.1506	-0.7138	-0.1201	1.001	27000	23	3
SMD[12,8]	-0.2904	0.154	-0.5905	0.0144	1.001	21000	23	3
SMD[13,8]	0.1899	0.1612	-0.123	0.5076	1.001	27000	23	3
SMD[14,8]	-0.1054	0.1634	-0.432	0.2137	1.001	25000	23	3
SMD[10,9]	-0.0612	0.0825	-0.2216	0.1042	1.001	27000	23	3
SMD[11,9]	-0.1213	0.0913	-0.3015	0.0606	1.001	27000	23	3
SMD[12,9]	0.0049	0.0916	-0.175	0.185	1.0009	27000	23	3
SMD[13,9]	0.4847	0.1036	0.2807	0.6902	1.0011	17000	23	3
SMD[14,9]	0.1886	0.1125	-0.0335	0.4088	1.001	27000	23	3
SMD[11,10]	-0.0605	0.0821	-0.2215	0.0997	1.0009	27000	23	3
SMD[12,10]	0.0664	0.0928	-0.1189	0.2473	1.001	27000	23	3
SMD[13,10]	0.5457	0.1065	0.3355	0.7552	1.001	27000	23	3
SMD[14,10]	0.251	0.1067	0.0372	0.459	1.001	27000	23	3
SMD[12,11]	0.1263	0.0939	-0.0579	0.3118	1.001	27000	23	3
SMD[13,11]	0.6069	0.1117	0.3892	0.8292	1.001	27000	23	3
SMD[14,11]	0.3115	0.1106	0.0922	0.5258	1.001	27000	23	3
SMD[13,12]	0.4798	0.1162	0.2532	0.7121	1.001	20000	23	3
SMD[14,12]	0.1844	0.1163	-0.0454	0.4115	1.0009	27000	23	3
SMD[14,13]	-0.2966	0.1278	-0.5511	-0.0445	1.001	21000	23	3
SMD[2,1]	-0.3659	0.0733	-0.5102	-0.2233	1.001	24000	24	3
SMD[3,1]	-0.2988	0.1225	-0.5393	-0.0561	1.001	27000	24	3
SMD[4,1]	-0.3523	0.1311	-0.6057	-0.0904	1.001	27000	24	3
SMD[5,1]	-0.1979	0.0888	-0.3719	-0.0222	1.001	27000	24	3
SMD[6,1]	0.376	0.2665	-0.1453	0.9031	1.0009	27000	24	3
SMD[7,1]	-0.5567	0.0677	-0.6882	-0.4207	1.0011	12000	24	3
SMD[8,1]	-0.0744	0.1376	-0.3481	0.1959	1.001	27000	24	3
SMD[9,1]	-0.3716	0.068	-0.5058	-0.2367	1.001	27000	24	3
SMD[10,1]	-0.4337	0.0582	-0.5458	-0.3167	1.001	27000	24	3
SMD[11,1]	-0.4937	0.066	-0.6222	-0.3643	1.0011	12000	24	3
SMD[12,1]	-0.3679	0.076	-0.5161	-0.2162	1.0011	10000	24	3
SMD[13,1]	0.1142	0.0908	-0.0623	0.2941	1.0012	8000	24	3
SMD[14,1]	-0.1832	0.0902	-0.3598	-0.007	1.0012	9000	24	3
SMD[3,2]	0.0685	0.1413	-0.2127	0.3438	1.001	27000	24	3
SMD[4,2]	0.0137	0.1473	-0.2708	0.3103	1.001	27000	24	3
SMD[5,2]	0.1682	0.1138	-0.0541	0.3966	1.0011	15000	24	3
SMD[6,2]	0.743	0.2761	0.199	1.2881	1.0009	27000	24	3
SMD[7,2]	-0.1902	0.0882	-0.3628	-0.0148	1.001	27000	24	3
SMD[8,2]	0.2923	0.154	-0.0123	0.5948	1.001	27000	24	3
SMD[9,2]	-0.0048	0.0945	-0.1908	0.1797	1.0011	13000	24	3
SMD[10,2]	-0.0677	0.091	-0.2452	0.1124	1.001	27000	24	3
SMD[11,2]	-0.1274	0.0959	-0.3155	0.0604	1.001	27000	24	3
SMD[12,2]	-0.0011	0.1034	-0.2077	0.2017	1.001	27000	24	3
SMD[13,2]	0.4809	0.1157	0.2558	0.7102	1.001	27000	24	3
