node             50%	sd	2.5%	97.5%	Rhat	n.eff   scen    NMA		
SMD[10,9]	-0.0672	0.0755	-0.2128	0.0825	1.001	19000	5	3
SMD[11,9]	-0.1452	0.0831	-0.3079	0.0199	1.0011	18000	5	3
SMD[12,9]	-5e-04	0.0829	-0.1634	0.1637	1.001	27000	5	3
SMD[13,9]	0.4209	0.0935	0.2365	0.6048	1.001	24000	5	3
SMD[14,9]	0.1445	0.1013	-0.0545	0.3464	1.001	27000	5	3
SMD[11,10]	-0.0768	0.0738	-0.2254	0.0659	1.001	27000	5	3
SMD[12,10]	0.0681	0.0836	-0.102	0.2294	1.001	27000	5	3
SMD[13,10]	0.4895	0.0966	0.2948	0.6738	1.0011	18000	5	3
SMD[14,10]	0.2125	0.096	0.0199	0.4005	1.001	19000	5	3
SMD[12,11]	0.1452	0.0843	-0.0253	0.3094	1.001	27000	5	3
SMD[13,11]	0.5664	0.1011	0.3649	0.7637	1.001	23000	5	3
SMD[14,11]	0.2905	0.0992	0.0917	0.4823	1.0011	14000	5	3
SMD[13,12]	0.42	0.105	0.2155	0.6273	1.001	27000	5	3
SMD[14,12]	0.1452	0.1042	-0.0627	0.3504	1.001	27000	5	3
SMD[14,13]	-0.2763	0.115	-0.502	-0.0488	1.0011	18000	5	3
SMD[2,1]	-0.3824	0.0671	-0.5117	-0.2483	1.0011	11000	6	3
SMD[3,1]	-0.299	0.1114	-0.5206	-0.0822	1.001	27000	6	3
SMD[4,1]	-0.365	0.1239	-0.6013	-0.1129	1.0011	14000	6	3
SMD[5,1]	-0.2014	0.0825	-0.3645	-0.0402	1.0011	9900	6	3
SMD[6,1]	0.328	0.2543	-0.1681	0.8293	1.001	27000	6	3
SMD[7,1]	-0.5668	0.0624	-0.6893	-0.4448	1.0013	5800	6	3
SMD[8,1]	-0.0746	0.1285	-0.3277	0.1769	1.0013	6500	6	3
SMD[9,1]	-0.3739	0.0632	-0.5	-0.2519	1.0014	4500	6	3
SMD[10,1]	-0.438	0.0539	-0.5421	-0.3299	1.0012	8500	6	3
SMD[11,1]	-0.511	0.0609	-0.6308	-0.3914	1.0011	17000	6	3
SMD[12,1]	-0.3694	0.0701	-0.511	-0.2326	1.0012	8100	6	3
SMD[13,1]	0.0589	0.0842	-0.1052	0.2264	1.001	22000	6	3
SMD[14,1]	-0.2105	0.0828	-0.3744	-0.0504	1.001	27000	6	3
SMD[3,2]	0.0825	0.129	-0.1764	0.3348	1.0011	12000	6	3
SMD[4,2]	0.0164	0.139	-0.2512	0.2971	1.0011	11000	6	3
SMD[5,2]	0.1806	0.1047	-0.0262	0.386	1.0011	17000	6	3
SMD[6,2]	0.7108	0.2631	0.197	1.2282	1.001	27000	6	3
SMD[7,2]	-0.1848	0.0805	-0.346	-0.0286	1.001	27000	6	3
SMD[8,2]	0.308	0.1438	0.0229	0.5854	1.0011	10000	6	3
SMD[9,2]	0.0075	0.0869	-0.1665	0.1782	1.001	27000	6	3
SMD[10,2]	-0.0564	0.0838	-0.2201	0.1091	1.001	27000	6	3
SMD[11,2]	-0.1285	0.0887	-0.3064	0.0432	1.001	27000	6	3
SMD[12,2]	0.0124	0.095	-0.1793	0.1948	1.001	27000	6	3
SMD[13,2]	0.4402	0.1065	0.231	0.6522	1.001	27000	6	3
SMD[14,2]	0.1708	0.1056	-0.041	0.3773	1.001	27000	6	3
SMD[4,3]	-0.0657	0.1658	-0.3853	0.265	1.001	27000	6	3
SMD[5,3]	0.0964	0.1325	-0.1597	0.3609	1.001	25000	6	3
SMD[6,3]	0.6258	0.2769	0.0838	1.1698	1.0009	27000	6	3
SMD[7,3]	-0.2679	0.1251	-0.518	-0.0226	1.0012	7400	6	3
SMD[8,3]	0.2248	0.1691	-0.1049	0.5561	1.0011	13000	6	3
SMD[9,3]	-0.0743	0.126	-0.3263	0.1713	1.0011	10000	6	3
SMD[10,3]	-0.1402	0.1096	-0.3517	0.0823	1.0011	11000	6	3
SMD[11,3]	-0.2122	0.1251	-0.4596	0.0362	1.0011	13000	6	3
SMD[12,3]	-0.0721	0.1307	-0.3288	0.1887	1.0012	9200	6	3
SMD[13,3]	0.3579	0.1388	0.0862	0.6318	1.0011	14000	6	3
SMD[14,3]	0.0865	0.1382	-0.1856	0.3584	1.0011	16000	6	3
SMD[5,4]	0.1615	0.1441	-0.1243	0.4417	1.001	27000	6	3
SMD[6,4]	0.6915	0.2827	0.1352	1.2454	1.001	27000	6	3
SMD[7,4]	-0.2017	0.1319	-0.4674	0.0485	1.0013	5600	6	3
SMD[8,4]	0.2896	0.1773	-0.0626	0.6303	1.001	27000	6	3
SMD[9,4]	-0.0105	0.1339	-0.282	0.2468	1.0011	13000	6	3
SMD[10,4]	-0.0733	0.1323	-0.3379	0.1802	1.0011	12000	6	3
SMD[11,4]	-0.146	0.1365	-0.4234	0.1145	1.0012	8800	6	3
SMD[12,4]	-0.0047	0.1403	-0.289	0.2642	1.0012	7800	6	3
SMD[13,4]	0.4244	0.1487	0.122	0.7094	1.0011	9800	6	3
SMD[14,4]	0.1533	0.1483	-0.144	0.4387	1.0011	10000	6	3
SMD[6,5]	0.5276	0.2675	0.0032	1.0592	1.001	27000	6	3
SMD[7,5]	-0.3653	0.1007	-0.5663	-0.1664	1.0013	6200	6	3
SMD[8,5]	0.1268	0.1517	-0.174	0.4192	1.001	27000	6	3
SMD[9,5]	-0.1725	0.0998	-0.3718	0.0213	1.001	27000	6	3
SMD[10,5]	-0.2367	0.0839	-0.3995	-0.0706	1.0011	17000	6	3
SMD[11,5]	-0.3088	0.0997	-0.5057	-0.1134	1.0012	8900	6	3
SMD[12,5]	-0.1677	0.1071	-0.3802	0.0403	1.0011	11000	6	3
SMD[13,5]	0.2612	0.117	0.0287	0.4916	1.0011	12000	6	3
SMD[14,5]	-0.0081	0.1164	-0.2383	0.219	1.0011	12000	6	3
SMD[7,6]	-0.8934	0.2617	-1.4149	-0.3804	1.001	27000	6	3
SMD[8,6]	-0.4023	0.2848	-0.9673	0.1534	1.001	23000	6	3
SMD[9,6]	-0.7005	0.2625	-1.2191	-0.1925	1.001	27000	6	3
SMD[10,6]	-0.7643	0.2597	-1.2727	-0.2548	1.001	27000	6	3
SMD[11,6]	-0.8384	0.2614	-1.3528	-0.3302	1.001	27000	6	3
SMD[12,6]	-0.6964	0.2639	-1.219	-0.1877	1.001	27000	6	3
SMD[13,6]	-0.2702	0.2683	-0.7978	0.2533	1.001	27000	6	3
SMD[14,6]	-0.5361	0.2674	-1.0664	-0.0155	1.001	27000	6	3
SMD[8,7]	0.4925	0.1413	0.2155	0.7696	1.0013	5400	6	3
SMD[9,7]	0.1921	0.0843	0.0276	0.3601	1.0012	7200	6	3
SMD[10,7]	0.1281	0.0751	-0.0174	0.2792	1.0011	13000	6	3
SMD[11,7]	0.0557	0.0789	-0.1001	0.2127	1.001	27000	6	3
SMD[12,7]	0.1967	0.0882	0.0235	0.3711	1.001	27000	6	3
SMD[13,7]	0.6254	0.1039	0.4239	0.8302	1.001	27000	6	3
SMD[14,7]	0.3558	0.0974	0.1635	0.5464	1.001	27000	6	3
SMD[9,8]	-0.2995	0.1298	-0.5558	-0.0443	1.001	19000	6	3
SMD[10,8]	-0.3635	0.1374	-0.631	-0.0916	1.0011	11000	6	3
SMD[11,8]	-0.4361	0.1411	-0.7103	-0.1569	1.0013	6300	6	3
SMD[12,8]	-0.2948	0.1437	-0.5798	-0.0148	1.0012	7700	6	3
SMD[13,8]	0.1333	0.1514	-0.1654	0.4312	1.0012	7600	6	3
SMD[14,8]	-0.1378	0.1522	-0.4339	0.1659	1.0012	7100	6	3
SMD[10,9]	-0.0633	0.0773	-0.2132	0.0915	1.001	27000	6	3
SMD[11,9]	-0.1366	0.0845	-0.2997	0.0314	1.0012	8500	6	3
SMD[12,9]	0.0053	0.0849	-0.1611	0.1712	1.0011	14000	6	3
SMD[13,9]	0.434	0.0965	0.2446	0.6239	1.0011	11000	6	3
SMD[14,9]	0.1632	0.1034	-0.0393	0.3653	1.0011	12000	6	3
SMD[11,10]	-0.073	0.0755	-0.223	0.0732	1.001	23000	6	3
SMD[12,10]	0.069	0.0857	-0.1058	0.2345	1.001	27000	6	3
SMD[13,10]	0.4968	0.0983	0.3012	0.6908	1.001	27000	6	3
SMD[14,10]	0.2274	0.0981	0.0305	0.4178	1.001	27000	6	3
SMD[12,11]	0.1419	0.0863	-0.0302	0.309	1.001	27000	6	3
SMD[13,11]	0.5698	0.1032	0.3665	0.7745	1.0009	27000	6	3
SMD[14,11]	0.3005	0.1014	0.0987	0.4972	1.0009	27000	6	3
SMD[13,12]	0.4287	0.1077	0.2182	0.6404	1.001	27000	6	3
SMD[14,12]	0.158	0.1076	-0.0537	0.3693	1.001	27000	6	3
SMD[14,13]	-0.2699	0.118	-0.5043	-0.0394	1.0009	27000	6	3
SMD[2,1]	-0.3852	0.067	-0.5161	-0.2515	1.0011	16000	7	3
SMD[3,1]	-0.3008	0.1118	-0.5226	-0.0803	1.001	27000	7	3
SMD[4,1]	-0.3664	0.1239	-0.6051	-0.115	1.0012	7500	7	3
SMD[5,1]	-0.2046	0.082	-0.3661	-0.0431	1.001	27000	7	3
SMD[6,1]	0.3053	0.2541	-0.1946	0.8074	1.001	27000	7	3
SMD[7,1]	-0.5711	0.0624	-0.693	-0.4484	1.001	24000	7	3
SMD[8,1]	-0.0748	0.1289	-0.3294	0.1752	1.001	27000	7	3
SMD[9,1]	-0.3784	0.0631	-0.5038	-0.2551	1.0011	11000	7	3
SMD[10,1]	-0.4412	0.0541	-0.5469	-0.3338	1.0011	16000	7	3
SMD[11,1]	-0.5147	0.0606	-0.6334	-0.3947	1.0013	6100	7	3
SMD[12,1]	-0.3745	0.07	-0.5131	-0.2362	1.001	27000	7	3
SMD[13,1]	0.0565	0.0843	-0.1113	0.2227	1.001	27000	7	3
SMD[14,1]	-0.2165	0.0834	-0.3819	-0.0519	1.0009	27000	7	3
SMD[3,2]	0.0841	0.1297	-0.1731	0.3394	1.0009	27000	7	3
SMD[4,2]	0.0199	0.1384	-0.25	0.2957	1.0011	13000	7	3
SMD[5,2]	0.1807	0.1051	-0.0257	0.3883	1.0011	13000	7	3
SMD[6,2]	0.6919	0.2622	0.175	1.2132	1.001	27000	7	3
SMD[7,2]	-0.1859	0.0808	-0.3457	-0.027	1.0011	11000	7	3
SMD[8,2]	0.3101	0.1451	0.0235	0.5927	1.0011	15000	7	3
SMD[9,2]	0.0069	0.0872	-0.166	0.1771	1.0011	15000	7	3
SMD[10,2]	-0.0567	0.0847	-0.2235	0.1105	1.0012	8000	7	3
SMD[11,2]	-0.1288	0.0888	-0.3077	0.0445	1.0014	4700	7	3
SMD[12,2]	0.0105	0.0952	-0.1781	0.1975	1.0011	16000	7	3
SMD[13,2]	0.4411	0.1068	0.229	0.6496	1.001	27000	7	3
SMD[14,2]	0.168	0.1053	-0.0396	0.3766	1.001	27000	7	3
SMD[4,3]	-0.0654	0.1666	-0.386	0.2714	1.0011	14000	7	3
SMD[5,3]	0.097	0.1329	-0.1665	0.3584	1.001	25000	7	3
SMD[6,3]	0.606	0.2768	0.063	1.1579	1.001	27000	7	3
SMD[7,3]	-0.2685	0.1249	-0.5171	-0.0242	1.001	27000	7	3
SMD[8,3]	0.2267	0.1699	-0.1084	0.5579	1.001	27000	7	3
SMD[9,3]	-0.0768	0.1269	-0.3274	0.1742	1.001	27000	7	3
SMD[10,3]	-0.1409	0.1104	-0.3556	0.0796	1.0011	15000	7	3
SMD[11,3]	-0.2118	0.1255	-0.4631	0.0324	1.0011	9900	7	3
SMD[12,3]	-0.0737	0.1309	-0.3345	0.185	1.001	27000	7	3
SMD[13,3]	0.3571	0.1393	0.0844	0.6318	1.001	27000	7	3
SMD[14,3]	0.0854	0.1389	-0.1934	0.357	1.001	27000	7	3
SMD[5,4]	0.1608	0.1428	-0.1228	0.4376	1.0013	6300	7	3
SMD[6,4]	0.6713	0.2827	0.1163	1.2247	1.001	27000	7	3
SMD[7,4]	-0.2045	0.1321	-0.4687	0.0506	1.0013	5300	7	3
SMD[8,4]	0.2917	0.1776	-0.0643	0.6335	1.0013	6500	7	3
SMD[9,4]	-0.0129	0.1333	-0.2822	0.2428	1.0013	5000	7	3
SMD[10,4]	-0.0755	0.1318	-0.3399	0.1792	1.0013	5800	7	3
SMD[11,4]	-0.1484	0.1363	-0.4209	0.1185	1.0013	5300	7	3
SMD[12,4]	-0.0075	0.1407	-0.2918	0.2613	1.0012	6900	7	3
SMD[13,4]	0.4231	0.149	0.1238	0.7117	1.0011	18000	7	3
SMD[14,4]	0.1509	0.1481	-0.1487	0.4337	1.0012	9000	7	3
SMD[6,5]	0.5103	0.2667	-0.0115	1.0366	1.001	27000	7	3
SMD[7,5]	-0.366	0.0997	-0.5629	-0.1699	1.001	27000	7	3
SMD[8,5]	0.1297	0.1513	-0.1679	0.4268	1.001	27000	7	3
SMD[9,5]	-0.1731	0.0993	-0.3703	0.0218	1.001	22000	7	3
SMD[10,5]	-0.2373	0.0836	-0.3996	-0.069	1.0009	27000	7	3
SMD[11,5]	-0.309	0.0994	-0.5054	-0.1134	1.001	27000	7	3
SMD[12,5]	-0.1695	0.1063	-0.38	0.0368	1.0009	27000	7	3
SMD[13,5]	0.2613	0.1175	0.029	0.4927	1.001	27000	7	3
SMD[14,5]	-0.0123	0.1156	-0.2421	0.2139	1.001	27000	7	3
SMD[7,6]	-0.8759	0.2619	-1.3955	-0.3671	1.001	27000	7	3
SMD[8,6]	-0.3811	0.2845	-0.9474	0.1685	1.001	27000	7	3
SMD[9,6]	-0.684	0.262	-1.2059	-0.1724	1.001	27000	7	3
SMD[10,6]	-0.7475	0.2592	-1.2614	-0.2372	1.001	27000	7	3
SMD[11,6]	-0.8219	0.2605	-1.3377	-0.3119	1.001	27000	7	3
SMD[12,6]	-0.6795	0.264	-1.2059	-0.1601	1.001	27000	7	3
SMD[13,6]	-0.2484	0.2675	-0.7812	0.2704	1.001	27000	7	3
SMD[14,6]	-0.5211	0.2675	-1.0494	-6e-04	1.001	27000	7	3
SMD[8,7]	0.4966	0.1423	0.2169	0.7754	1.001	27000	7	3
SMD[9,7]	0.1931	0.0844	0.025	0.3572	1.001	27000	7	3
SMD[10,7]	0.1286	0.0749	-0.0174	0.2785	1.001	26000	7	3
SMD[11,7]	0.0565	0.0793	-0.1019	0.2131	1.0012	9100	7	3
SMD[12,7]	0.1962	0.0882	0.0209	0.371	1.001	27000	7	3
SMD[13,7]	0.6266	0.104	0.4199	0.833	1.001	22000	7	3
SMD[14,7]	0.3539	0.0972	0.1631	0.5459	1.001	27000	7	3
SMD[9,8]	-0.3034	0.1306	-0.5585	-0.0487	1.001	27000	7	3
SMD[10,8]	-0.3666	0.1382	-0.6325	-0.0917	1.001	27000	7	3
SMD[11,8]	-0.4394	0.1409	-0.7134	-0.1606	1.001	27000	7	3
SMD[12,8]	-0.2996	0.1439	-0.582	-0.0169	1.001	27000	7	3
SMD[13,8]	0.1306	0.1512	-0.163	0.4277	1.001	19000	7	3
SMD[14,8]	-0.1415	0.1527	-0.4433	0.1552	1.001	27000	7	3
SMD[10,9]	-0.0635	0.0773	-0.2147	0.0888	1.0012	9500	7	3
SMD[11,9]	-0.1366	0.0843	-0.2998	0.0321	1.0013	5200	7	3
SMD[12,9]	0.0036	0.085	-0.1646	0.1724	1.001	24000	7	3
SMD[13,9]	0.4351	0.0962	0.2451	0.6233	1.0011	12000	7	3
SMD[14,9]	0.1609	0.1036	-0.0407	0.3677	1.001	27000	7	3
SMD[11,10]	-0.073	0.0753	-0.2233	0.0754	1.001	27000	7	3
SMD[12,10]	0.0668	0.086	-0.1024	0.2351	1.001	27000	7	3
SMD[13,10]	0.4982	0.0992	0.3024	0.6909	1.001	22000	7	3
SMD[14,10]	0.225	0.0984	0.0285	0.4161	1.001	27000	7	3
SMD[12,11]	0.1397	0.0857	-0.0321	0.3073	1.0011	18000	7	3
SMD[13,11]	0.5704	0.1031	0.3674	0.7743	1.0011	14000	7	3
SMD[14,11]	0.2974	0.1019	0.0957	0.4965	1.001	21000	7	3
SMD[13,12]	0.4306	0.1079	0.2175	0.6436	1.001	27000	7	3
SMD[14,12]	0.1578	0.1085	-0.0581	0.373	1.0009	27000	7	3
SMD[14,13]	-0.2732	0.1183	-0.5054	-0.0393	1.001	27000	7	3
SMD[2,1]	-0.387	0.0673	-0.5197	-0.2547	1.001	24000	8	3
SMD[3,1]	-0.3061	0.1102	-0.5235	-0.0873	1.0009	27000	8	3
SMD[4,1]	-0.3704	0.1227	-0.6093	-0.1229	1.0011	11000	8	3
SMD[5,1]	-0.2089	0.0823	-0.3711	-0.0481	1.001	19000	8	3
SMD[6,1]	0.2917	0.2524	-0.1991	0.7973	1.0009	27000	8	3
SMD[7,1]	-0.5728	0.0617	-0.6953	-0.4521	1.001	24000	8	3
SMD[8,1]	-0.0746	0.1287	-0.3284	0.1759	1.0011	9900	8	3
SMD[9,1]	-0.3791	0.0631	-0.5039	-0.256	1.0011	17000	8	3
SMD[10,1]	-0.4451	0.0535	-0.5484	-0.3377	1.001	27000	8	3
SMD[11,1]	-0.5179	0.061	-0.6408	-0.4005	1.001	27000	8	3
SMD[12,1]	-0.3772	0.0696	-0.5159	-0.241	1.0011	9800	8	3
SMD[13,1]	0.056	0.0839	-0.11	0.2183	1.001	22000	8	3
SMD[14,1]	-0.2199	0.0835	-0.3871	-0.0561	1.001	27000	8	3
SMD[3,2]	0.0812	0.1282	-0.1739	0.3335	1.001	27000	8	3
SMD[4,2]	0.0166	0.1377	-0.2516	0.2888	1.0011	14000	8	3
SMD[5,2]	0.1779	0.1055	-0.0309	0.3858	1.0011	19000	8	3
SMD[6,2]	0.6799	0.2611	0.1721	1.1979	1.0009	27000	8	3
SMD[7,2]	-0.1863	0.0798	-0.344	-0.0309	1.001	27000	8	3
SMD[8,2]	0.3123	0.1436	0.0256	0.5929	1.0012	9300	8	3
SMD[9,2]	0.0086	0.0867	-0.1637	0.1772	1.0012	9000	8	3
SMD[10,2]	-0.0579	0.083	-0.2206	0.1079	1.0011	16000	8	3
SMD[11,2]	-0.1311	0.0886	-0.3079	0.0412	1.0011	15000	8	3
SMD[12,2]	0.01	0.0947	-0.1768	0.1952	1.0012	8100	8	3
SMD[13,2]	0.4424	0.1065	0.2315	0.6497	1.0011	14000	8	3
SMD[14,2]	0.1679	0.105	-0.044	0.3717	1.001	27000	8	3
SMD[4,3]	-0.0642	0.1639	-0.3824	0.2665	1.001	23000	8	3
SMD[5,3]	0.097	0.1322	-0.1671	0.3563	1.001	27000	8	3
SMD[6,3]	0.597	0.2762	0.0555	1.1405	1.0009	27000	8	3
SMD[7,3]	-0.2676	0.1237	-0.5114	-0.025	1.001	27000	8	3
SMD[8,3]	0.2318	0.1681	-0.1014	0.5552	1.0011	15000	8	3
SMD[9,3]	-0.0729	0.125	-0.3191	0.1734	1.001	27000	8	3
SMD[10,3]	-0.1393	0.1088	-0.3528	0.0796	1.001	27000	8	3
SMD[11,3]	-0.2121	0.1241	-0.4596	0.0324	1.001	27000	8	3
SMD[12,3]	-0.0723	0.1288	-0.3253	0.1833	1.001	27000	8	3
SMD[13,3]	0.3608	0.1389	0.0855	0.6339	1.001	27000	8	3
SMD[14,3]	0.0856	0.1382	-0.1902	0.3579	1.0009	27000	8	3
SMD[5,4]	0.1618	0.143	-0.1222	0.4396	1.001	27000	8	3
SMD[6,4]	0.6607	0.2809	0.1124	1.2157	1.001	27000	8	3
SMD[7,4]	-0.2033	0.1307	-0.4645	0.0485	1.001	20000	8	3
SMD[8,4]	0.2955	0.1761	-0.0572	0.6356	1.0013	5200	8	3
SMD[9,4]	-0.0094	0.133	-0.273	0.2484	1.0011	11000	8	3
SMD[10,4]	-0.0744	0.1308	-0.3347	0.1833	1.001	20000	8	3
SMD[11,4]	-0.1474	0.1356	-0.4206	0.1118	1.0011	10000	8	3
SMD[12,4]	-0.0078	0.1404	-0.288	0.2642	1.0013	6300	8	3
SMD[13,4]	0.4251	0.1482	0.1279	0.7132	1.001	27000	8	3
SMD[14,4]	0.1494	0.1481	-0.1477	0.4377	1.0011	14000	8	3
SMD[6,5]	0.5009	0.2653	-0.0135	1.0268	1.001	27000	8	3
SMD[7,5]	-0.3637	0.0998	-0.5613	-0.1681	1.001	27000	8	3
SMD[8,5]	0.1341	0.1516	-0.1653	0.4302	1.0012	6800	8	3
SMD[9,5]	-0.1695	0.1007	-0.3694	0.0258	1.001	22000	8	3
SMD[10,5]	-0.2351	0.0839	-0.4003	-0.0698	1.001	27000	8	3
SMD[11,5]	-0.3091	0.1004	-0.5073	-0.1122	1.001	19000	8	3
SMD[12,5]	-0.1688	0.106	-0.3776	0.0396	1.0012	8200	8	3
SMD[13,5]	0.2652	0.1171	0.0343	0.4928	1.001	27000	8	3
SMD[14,5]	-0.0111	0.1173	-0.244	0.2172	1.001	27000	8	3
SMD[7,6]	-0.8648	0.2599	-1.3815	-0.3597	1.0009	27000	8	3
SMD[8,6]	-0.3663	0.2826	-0.9285	0.1868	1.001	27000	8	3
SMD[9,6]	-0.6683	0.2598	-1.1868	-0.1719	1.001	27000	8	3
SMD[10,6]	-0.7363	0.2578	-1.2549	-0.2353	1.001	27000	8	3
SMD[11,6]	-0.8118	0.2597	-1.3276	-0.3031	1.001	27000	8	3
SMD[12,6]	-0.6712	0.2615	-1.188	-0.1608	1.001	27000	8	3
SMD[13,6]	-0.2362	0.266	-0.7675	0.2796	1.001	27000	8	3
SMD[14,6]	-0.5135	0.2661	-1.0433	0.0062	1.0009	27000	8	3
SMD[8,7]	0.4992	0.1419	0.2163	0.7757	1.0012	7500	8	3
SMD[9,7]	0.195	0.084	0.0288	0.3597	1.0011	11000	8	3
SMD[10,7]	0.1286	0.0739	-0.0123	0.2765	1.001	23000	8	3
SMD[11,7]	0.0547	0.0783	-0.0981	0.2097	1.0011	13000	8	3
SMD[12,7]	0.1958	0.0878	0.0208	0.366	1.0013	6400	8	3
SMD[13,7]	0.6287	0.1031	0.4264	0.8321	1.001	26000	8	3
SMD[14,7]	0.3537	0.0971	0.1612	0.543	1.001	27000	8	3
SMD[9,8]	-0.3039	0.1303	-0.5581	-0.0462	1.0011	10000	8	3
SMD[10,8]	-0.3698	0.1376	-0.636	-0.0965	1.0012	8300	8	3
SMD[11,8]	-0.4424	0.1413	-0.7199	-0.1636	1.0011	16000	8	3
SMD[12,8]	-0.3023	0.1437	-0.5826	-0.019	1.001	27000	8	3
SMD[13,8]	0.1312	0.1516	-0.164	0.4284	1.0012	8200	8	3
SMD[14,8]	-0.1456	0.1532	-0.445	0.159	1.0011	14000	8	3
SMD[10,9]	-0.0657	0.0772	-0.2159	0.0877	1.001	27000	8	3
SMD[11,9]	-0.1392	0.0847	-0.3052	0.0272	1.001	27000	8	3
SMD[12,9]	0.0013	0.0846	-0.1653	0.1659	1.001	23000	8	3
SMD[13,9]	0.4346	0.0955	0.2453	0.6206	1.001	27000	8	3
SMD[14,9]	0.1596	0.1036	-0.0467	0.3646	1.001	24000	8	3
SMD[11,10]	-0.0738	0.0756	-0.2241	0.0736	1.001	27000	8	3
SMD[12,10]	0.0677	0.0856	-0.1044	0.233	1.0011	10000	8	3
SMD[13,10]	0.5004	0.0986	0.306	0.691	1.001	27000	8	3
SMD[14,10]	0.2247	0.0982	0.0285	0.4148	1.001	27000	8	3
SMD[12,11]	0.1409	0.0859	-0.0288	0.309	1.001	27000	8	3
SMD[13,11]	0.5747	0.1029	0.3702	0.7754	1.001	27000	8	3
SMD[14,11]	0.2992	0.1021	0.0972	0.4991	1.001	27000	8	3
SMD[13,12]	0.4327	0.1068	0.2232	0.6447	1.0011	12000	8	3
SMD[14,12]	0.1585	0.1074	-0.0542	0.3656	1.001	19000	8	3
SMD[14,13]	-0.2753	0.1184	-0.5087	-0.0448	1.001	26000	8	3
SMD[2,1]	-0.3909	0.0669	-0.523	-0.258	1.001	27000	9	3
SMD[3,1]	-0.3094	0.1093	-0.5227	-0.0939	1.001	27000	9	3
SMD[4,1]	-0.3736	0.1225	-0.6132	-0.1315	1.001	27000	9	3
SMD[5,1]	-0.214	0.0817	-0.3732	-0.0509	1.0013	6200	9	3
SMD[6,1]	0.2759	0.2527	-0.2164	0.7787	1.001	27000	9	3
SMD[7,1]	-0.5761	0.0616	-0.6995	-0.456	1.0011	14000	9	3
SMD[8,1]	-0.0762	0.1275	-0.3298	0.1704	1.001	27000	9	3
SMD[9,1]	-0.382	0.0629	-0.5065	-0.2583	1.0011	14000	9	3
SMD[10,1]	-0.4493	0.054	-0.5542	-0.3402	1.0011	18000	9	3
SMD[11,1]	-0.5209	0.0611	-0.6409	-0.4009	1.001	27000	9	3
SMD[12,1]	-0.38	0.0697	-0.5184	-0.2436	1.0011	16000	9	3
SMD[13,1]	0.0528	0.0837	-0.1119	0.2166	1.001	27000	9	3
SMD[14,1]	-0.2245	0.0827	-0.3897	-0.0646	1.001	27000	9	3
SMD[3,2]	0.0818	0.1271	-0.1698	0.3326	1.001	27000	9	3
SMD[4,2]	0.0159	0.1372	-0.2499	0.2908	1.001	27000	9	3
SMD[5,2]	0.1774	0.1043	-0.0266	0.3805	1.0013	6200	9	3
SMD[6,2]	0.6664	0.2615	0.1595	1.185	1.001	27000	9	3
SMD[7,2]	-0.1859	0.0799	-0.3437	-0.0292	1.001	27000	9	3
SMD[8,2]	0.3149	0.1425	0.0321	0.5907	1.001	23000	9	3
SMD[9,2]	0.0089	0.0869	-0.165	0.1792	1.0011	12000	9	3
SMD[10,2]	-0.0581	0.0835	-0.2219	0.1057	1.0011	15000	9	3
SMD[11,2]	-0.1305	0.0882	-0.3044	0.0414	1.001	27000	9	3
SMD[12,2]	0.0097	0.0948	-0.1787	0.1923	1.001	27000	9	3
SMD[13,2]	0.4435	0.1062	0.2325	0.6509	1.001	27000	9	3
SMD[14,2]	0.1661	0.1047	-0.0439	0.369	1.0009	27000	9	3
SMD[4,3]	-0.0662	0.1635	-0.382	0.2615	1.001	27000	9	3
SMD[5,3]	0.0941	0.1307	-0.1621	0.3556	1.001	27000	9	3
SMD[6,3]	0.5853	0.2751	0.0434	1.1265	1.001	24000	9	3
SMD[7,3]	-0.2682	0.1226	-0.5115	-0.0266	1.0011	17000	9	3
SMD[8,3]	0.2321	0.1669	-0.1009	0.5551	1.0009	27000	9	3
SMD[9,3]	-0.0728	0.1242	-0.318	0.1703	1.001	27000	9	3
SMD[10,3]	-0.14	0.1075	-0.3502	0.0748	1.0009	27000	9	3
SMD[11,3]	-0.2124	0.1231	-0.4556	0.0289	1.001	27000	9	3
SMD[12,3]	-0.0712	0.129	-0.3274	0.1798	1.001	27000	9	3
SMD[13,3]	0.3613	0.137	0.0917	0.6301	1.001	27000	9	3
SMD[14,3]	0.0837	0.1371	-0.1891	0.3492	1.001	27000	9	3
SMD[5,4]	0.1601	0.1421	-0.1215	0.4378	1.0012	8300	9	3
SMD[6,4]	0.6488	0.2809	0.0963	1.1995	1.001	27000	9	3
SMD[7,4]	-0.2016	0.1305	-0.4608	0.0502	1.0009	27000	9	3
SMD[8,4]	0.2987	0.1747	-0.0513	0.6335	1.001	20000	9	3
SMD[9,4]	-0.0075	0.1324	-0.2734	0.2499	1.0011	13000	9	3
SMD[10,4]	-0.0745	0.1309	-0.3347	0.1812	1.0011	17000	9	3
SMD[11,4]	-0.1468	0.1355	-0.4162	0.1167	1.001	27000	9	3
SMD[12,4]	-0.0056	0.1389	-0.2853	0.2623	1.0011	18000	9	3
SMD[13,4]	0.4274	0.1475	0.1383	0.7126	1.001	27000	9	3
SMD[14,4]	0.1495	0.1472	-0.1462	0.4321	1.001	27000	9	3
SMD[6,5]	0.4895	0.2649	-0.032	1.0093	1.0011	13000	9	3
